departure,arrival,year,string,bi-direction,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,flights_in,airline_centrality_in,flights_out,airline_centrality_out,source,target
FYJ,HRB,2016,FYJHRB2016,2,48.206004,134.371681,45.623402,126.250298,0.018691588999999998,0.7570093459999999,327.0,0.0042262820000000005,326,0.004246484,"[48.206004, 134.371681]","[45.623402, 126.250298]"
FYJ,HRB,2017,FYJHRB2017,2,48.206004,134.371681,45.623402,126.250298,0.008849558,0.7522123890000001,362.0,0.004405286,362,0.004405286,"[48.206004, 134.371681]","[45.623402, 126.250298]"
FYJ,HRB,2018,FYJHRB2018,2,48.206004,134.371681,45.623402,126.250298,0.009195402,0.452873563,375.0,0.0019216629999999999,375,0.001101402,"[48.206004, 134.371681]","[45.623402, 126.250298]"
FYJ,JMU,2015,FYJJMU2015,2,48.206004,134.371681,46.845709,130.470506,0.019704433,0.068965517,6.0,0.000547721,6,0.000523603,"[48.206004, 134.371681]","[46.845709, 130.470506]"
FYJ,JMU,2016,FYJJMU2016,2,48.206004,134.371681,46.845709,130.470506,0.018691588999999998,0.065420561,66.0,0.000424881,66,0.000404679,"[48.206004, 134.371681]","[46.845709, 130.470506]"
FYJ,JMU,2018,FYJJMU2018,2,48.206004,134.371681,46.845709,130.470506,0.009195402,0.048275862,26.0,0.000371915,26,0.00011656700000000001,"[48.206004, 134.371681]","[46.845709, 130.470506]"
FYN,KJI,2018,FYNKJI2018,1,47.751758,88.0869,48.222971,87.000724,0.006896551999999999,0.009195402,16.0,5.27e-06,0,0.0,"[47.751758, 88.0869]","[48.222971, 87.000724]"
FYN,URC,2015,FYNURC2015,2,47.751758,88.0869,43.907101000000004,87.474243,0.009852217,0.472906404,147.0,0.004901961,147,0.004901961,"[47.751758, 88.0869]","[43.907101000000004, 87.474243]"
FYN,URC,2016,FYNURC2016,2,47.751758,88.0869,43.907101000000004,87.474243,0.009345794000000001,0.448598131,345.0,0.004651163,345,0.004651163,"[47.751758, 88.0869]","[43.907101000000004, 87.474243]"
FYN,URC,2017,FYNURC2017,2,47.751758,88.0869,43.907101000000004,87.474243,0.008849558,0.486725664,313.0,0.004405286,312,0.004405286,"[47.751758, 88.0869]","[43.907101000000004, 87.474243]"
FYN,URC,2018,FYNURC2018,2,47.751758,88.0869,43.907101000000004,87.474243,0.006896551999999999,0.33793103399999996,188.0,0.002288305,187,0.001217969,"[47.751758, 88.0869]","[43.907101000000004, 87.474243]"
GMQ,XNN,2016,GMQXNN2016,2,34.419851,100.302977,36.525321999999996,102.037537,0.009345794000000001,0.359813084,61.0,0.004651163,62,0.004651163,"[34.419851, 100.302977]","[36.525321999999996, 102.037537]"
GMQ,XNN,2017,GMQXNN2017,2,34.419851,100.302977,36.525321999999996,102.037537,0.008849558,0.415929204,322.0,0.004405286,322,0.004405286,"[34.419851, 100.302977]","[36.525321999999996, 102.037537]"
GMQ,XNN,2018,GMQXNN2018,2,34.419851,100.302977,36.525321999999996,102.037537,0.004597701,0.257471264,593.0,0.0022935779999999997,593,0.001217969,"[34.419851, 100.302977]","[36.525321999999996, 102.037537]"
GOQ,LXA,2015,GOQLXA2015,2,36.401596000000005,94.788436,29.29777,90.91194200000001,0.02955665,0.261083744,9.0,0.0006865039999999999,9,0.000701731,"[36.401596000000005, 94.788436]","[29.29777, 90.91194200000001]"
GOQ,LXA,2017,GOQLXA2017,2,36.401596000000005,94.788436,29.29777,90.91194200000001,0.026548673,0.21238938100000002,19.0,0.000402313,19,0.000403206,"[36.401596000000005, 94.788436]","[29.29777, 90.91194200000001]"
GOQ,XIY,2015,GOQXIY2015,2,36.401596000000005,94.788436,34.438157000000004,108.76481899999999,0.02955665,1.024630542,407.0,0.003103921,408,0.003062236,"[36.401596000000005, 94.788436]","[34.438157000000004, 108.76481899999999]"
GOQ,XIY,2016,GOQXIY2016,2,36.401596000000005,94.788436,34.438157000000004,108.76481899999999,0.018691588999999998,1.088785047,510.0,0.0033192240000000004,510,0.003330076,"[36.401596000000005, 94.788436]","[34.438157000000004, 108.76481899999999]"
GOQ,XIY,2017,GOQXIY2017,2,36.401596000000005,94.788436,34.438157000000004,108.76481899999999,0.026548673,1.185840708,520.0,0.0029100709999999998,521,0.002909333,"[36.401596000000005, 94.788436]","[34.438157000000004, 108.76481899999999]"
GOQ,XIY,2018,GOQXIY2018,2,36.401596000000005,94.788436,34.438157000000004,108.76481899999999,0.009195402,0.7701149429999999,543.0,0.001536514,543,0.0008828919999999999,"[36.401596000000005, 94.788436]","[34.438157000000004, 108.76481899999999]"
GOQ,XNN,2015,GOQXNN2015,2,36.401596000000005,94.788436,36.525321999999996,102.037537,0.02955665,0.36453202,305.0,0.001111535,306,0.001137994,"[36.401596000000005, 94.788436]","[36.525321999999996, 102.037537]"
GOQ,XNN,2016,GOQXNN2016,2,36.401596000000005,94.788436,36.525321999999996,102.037537,0.018691588999999998,0.359813084,400.0,0.0013319389999999999,400,0.001321087,"[36.401596000000005, 94.788436]","[36.525321999999996, 102.037537]"
GOQ,XNN,2017,GOQXNN2017,2,36.401596000000005,94.788436,36.525321999999996,102.037537,0.026548673,0.415929204,530.0,0.001092902,530,0.001092748,"[36.401596000000005, 94.788436]","[36.525321999999996, 102.037537]"
GOQ,XNN,2018,GOQXNN2018,2,36.401596000000005,94.788436,36.525321999999996,102.037537,0.009195402,0.257471264,623.0,0.0007570639999999999,624,0.000335077,"[36.401596000000005, 94.788436]","[36.525321999999996, 102.037537]"
GXH,CKG,2017,GXHCKG2017,2,34.821659999999994,102.622647,29.719209999999997,106.641602,0.053097345,1.039823009,70.0,0.0008586760000000001,71,0.0008543110000000001,"[34.821659999999994, 102.622647]","[29.719209999999997, 106.641602]"
GXH,CKG,2018,GXHCKG2018,2,34.821659999999994,102.622647,29.719209999999997,106.641602,0.027586207,0.6965517240000001,43.0,0.000452776,42,0.000253219,"[34.821659999999994, 102.622647]","[29.719209999999997, 106.641602]"
GXH,CTU,2015,GXHCTU2015,2,34.821659999999994,102.622647,30.57852,103.946999,0.039408867,1.004926108,5.0,0.00185116,5,0.001796633,"[34.821659999999994, 102.622647]","[30.57852, 103.946999]"
GXH,CTU,2016,GXHCTU2016,2,34.821659999999994,102.622647,30.57852,103.946999,0.037383177999999996,0.990654206,149.0,0.001658942,147,0.0016606529999999998,"[34.821659999999994, 102.622647]","[30.57852, 103.946999]"
GXH,CTU,2017,GXHCTU2017,2,34.821659999999994,102.622647,30.57852,103.946999,0.053097345,1.079646018,145.0,0.00093153,145,0.000930649,"[34.821659999999994, 102.622647]","[30.57852, 103.946999]"
GXH,CTU,2018,GXHCTU2018,2,34.821659999999994,102.622647,30.57852,103.946999,0.027586207,0.72183908,133.0,0.000535069,139,0.00025451099999999996,"[34.821659999999994, 102.622647]","[30.57852, 103.946999]"
GXH,INC,2015,GXHINC2015,2,34.821659999999994,102.622647,38.322769,106.393303,0.039408867,0.43349753700000004,5.0,0.00076411,5,0.0007816689999999999,"[34.821659999999994, 102.622647]","[38.322769, 106.393303]"
GXH,INC,2016,GXHINC2016,2,34.821659999999994,102.622647,38.322769,106.393303,0.037383177999999996,0.429906542,148.0,0.0007352530000000001,150,0.00074057,"[34.821659999999994, 102.622647]","[38.322769, 106.393303]"
GXH,INC,2017,GXHINC2017,2,34.821659999999994,102.622647,38.322769,106.393303,0.053097345,0.495575221,145.0,0.000415829,145,0.00041633800000000004,"[34.821659999999994, 102.622647]","[38.322769, 106.393303]"
GXH,INC,2018,GXHINC2018,2,34.821659999999994,102.622647,38.322769,106.393303,0.027586207,0.331034483,139.0,0.00025541400000000003,133,0.000124228,"[34.821659999999994, 102.622647]","[38.322769, 106.393303]"
GXH,LXA,2015,GXHLXA2015,2,34.821659999999994,102.622647,29.29777,90.91194200000001,0.039408867,0.261083744,200.0,0.000383466,201,0.000402228,"[34.821659999999994, 102.622647]","[29.29777, 90.91194200000001]"
GXH,LXA,2016,GXHLXA2016,2,34.821659999999994,102.622647,29.29777,90.91194200000001,0.037383177999999996,0.224299065,210.0,0.000319312,210,0.000322959,"[34.821659999999994, 102.622647]","[29.29777, 90.91194200000001]"
GXH,LXA,2017,GXHLXA2017,2,34.821659999999994,102.622647,29.29777,90.91194200000001,0.053097345,0.21238938100000002,258.0,0.000176839,255,0.000178724,"[34.821659999999994, 102.622647]","[29.29777, 90.91194200000001]"
GXH,LXA,2018,GXHLXA2018,2,34.821659999999994,102.622647,29.29777,90.91194200000001,0.027586207,0.11954023,315.0,8.97e-05,294,4.8599999999999995e-05,"[34.821659999999994, 102.622647]","[29.29777, 90.91194200000001]"
GXH,TSN,2017,GXHTSN2017,2,34.821659999999994,102.622647,39.124352,117.3461,0.053097345,0.9336283190000001,70.0,0.000942351,70,0.000941445,"[34.821659999999994, 102.622647]","[39.124352, 117.3461]"
GXH,TSN,2018,GXHTSN2018,2,34.821659999999994,102.622647,39.124352,117.3461,0.027586207,0.572413793,80.0,0.000447107,84,0.000235789,"[34.821659999999994, 102.622647]","[39.124352, 117.3461]"
GXH,XIY,2015,GXHXIY2015,2,34.821659999999994,102.622647,34.438157000000004,108.76481899999999,0.039408867,1.024630542,200.0,0.001903225,202,0.0019214310000000001,"[34.821659999999994, 102.622647]","[34.438157000000004, 108.76481899999999]"
GXH,XIY,2016,GXHXIY2016,2,34.821659999999994,102.622647,34.438157000000004,108.76481899999999,0.037383177999999996,1.088785047,210.0,0.0019433179999999999,211,0.001932642,"[34.821659999999994, 102.622647]","[34.438157000000004, 108.76481899999999]"
GXH,XIY,2017,GXHXIY2017,2,34.821659999999994,102.622647,34.438157000000004,108.76481899999999,0.053097345,1.185840708,255.0,0.001097215,258,0.001100972,"[34.821659999999994, 102.622647]","[34.438157000000004, 108.76481899999999]"
GXH,XIY,2018,GXHXIY2018,2,34.821659999999994,102.622647,34.438157000000004,108.76481899999999,0.027586207,0.7701149429999999,257.0,0.000518712,280,0.00030689,"[34.821659999999994, 102.622647]","[34.438157000000004, 108.76481899999999]"
GYS,CAN,2015,GYSCAN2015,2,32.388634,105.699621,23.392429,113.298698,0.049261084000000004,1.064039409,173.0,0.000918442,173,0.000947512,"[32.388634, 105.699621]","[23.392429, 113.298698]"
GYS,CAN,2016,GYSCAN2016,2,32.388634,105.699621,23.392429,113.298698,0.046728972,1.060747664,188.0,0.0009057560000000001,188,0.00090869,"[32.388634, 105.699621]","[23.392429, 113.298698]"
GYS,CAN,2017,GYSCAN2017,2,32.388634,105.699621,23.392429,113.298698,0.053097345,0.960176991,203.0,0.000688701,203,0.0006817689999999999,"[32.388634, 105.699621]","[23.392429, 113.298698]"
GYS,CAN,2018,GYSCAN2018,2,32.388634,105.699621,23.392429,113.298698,0.027586207,0.675862069,171.0,0.000362649,171,0.00017460400000000002,"[32.388634, 105.699621]","[23.392429, 113.298698]"
GYS,HAK,2017,GYSHAK2017,2,32.388634,105.699621,19.934851000000002,110.4589,0.053097345,0.805309735,37.0,0.0005454559999999999,37,0.000552133,"[32.388634, 105.699621]","[19.934851000000002, 110.4589]"
GYS,HAK,2018,GYSHAK2018,2,32.388634,105.699621,19.934851000000002,110.4589,0.027586207,0.526436782,47.0,0.000213823,47,0.000159131,"[32.388634, 105.699621]","[19.934851000000002, 110.4589]"
GYS,HGH,2015,GYSHGH2015,2,32.388634,105.699621,30.2295,120.434402,0.049261084000000004,0.8669950740000001,166.0,0.000773397,166,0.0007606860000000001,"[32.388634, 105.699621]","[30.2295, 120.434402]"
GYS,HGH,2016,GYSHGH2016,2,32.388634,105.699621,30.2295,120.434402,0.046728972,0.85046729,173.0,0.000703912,173,0.000695677,"[32.388634, 105.699621]","[30.2295, 120.434402]"
GYS,HGH,2017,GYSHGH2017,2,32.388634,105.699621,30.2295,120.434402,0.053097345,0.862831858,218.0,0.00063904,218,0.000640315,"[32.388634, 105.699621]","[30.2295, 120.434402]"
GYS,HGH,2018,GYSHGH2018,2,32.388634,105.699621,30.2295,120.434402,0.027586207,0.602298851,232.0,0.000295068,232,0.000198669,"[32.388634, 105.699621]","[30.2295, 120.434402]"
GYS,PEK,2015,GYSPEK2015,2,32.388634,105.699621,40.084152,116.592735,0.049261084000000004,1.295566502,380.0,0.001379332,381,0.0013663570000000001,"[32.388634, 105.699621]","[40.084152, 116.592735]"
GYS,PEK,2016,GYSPEK2016,2,32.388634,105.699621,40.084152,116.592735,0.046728972,1.242990654,386.0,0.0012705260000000001,386,0.001281057,"[32.388634, 105.699621]","[40.084152, 116.592735]"
GYS,PEK,2017,GYSPEK2017,2,32.388634,105.699621,40.084152,116.592735,0.053097345,1.154867257,385.0,0.001041345,384,0.001043136,"[32.388634, 105.699621]","[40.084152, 116.592735]"
GYS,PEK,2018,GYSPEK2018,2,32.388634,105.699621,40.084152,116.592735,0.027586207,0.887356322,356.0,0.000640122,355,0.000293277,"[32.388634, 105.699621]","[40.084152, 116.592735]"
GYS,PVG,2015,GYSPVG2015,2,32.388634,105.699621,31.14337,121.805199,0.049261084000000004,1.004926108,265.0,0.000956394,267,0.00096508,"[32.388634, 105.699621]","[31.14337, 121.805199]"
GYS,PVG,2016,GYSPVG2016,2,32.388634,105.699621,31.14337,121.805199,0.046728972,0.985981308,343.0,0.000936755,341,0.000934025,"[32.388634, 105.699621]","[31.14337, 121.805199]"
GYS,PVG,2017,GYSPVG2017,2,32.388634,105.699621,31.14337,121.805199,0.053097345,0.960176991,352.0,0.000775642,350,0.000763415,"[32.388634, 105.699621]","[31.14337, 121.805199]"
GYS,PVG,2018,GYSPVG2018,2,32.388634,105.699621,31.14337,121.805199,0.027586207,0.772413793,353.0,0.0004885019999999999,354,0.00020538599999999997,"[32.388634, 105.699621]","[31.14337, 121.805199]"
GYS,SZX,2015,GYSSZX2015,2,32.388634,105.699621,22.63925,113.8106,0.049261084000000004,0.980295567,161.0,0.0008750489999999999,160,0.0008629789999999999,"[32.388634, 105.699621]","[22.63925, 113.8106]"
GYS,SZX,2016,GYSSZX2016,2,32.388634,105.699621,22.63925,113.8106,0.046728972,0.962616822,152.0,0.0008345160000000001,152,0.0008320160000000001,"[32.388634, 105.699621]","[22.63925, 113.8106]"
GYS,SZX,2017,GYSSZX2017,2,32.388634,105.699621,22.63925,113.8106,0.053097345,0.955752212,146.0,0.0007160389999999999,145,0.000725455,"[32.388634, 105.699621]","[22.63925, 113.8106]"
GYS,SZX,2018,GYSSZX2018,2,32.388634,105.699621,22.63925,113.8106,0.027586207,0.63908046,155.0,0.000293544,155,0.000187031,"[32.388634, 105.699621]","[22.63925, 113.8106]"
GYU,CKG,2015,GYUCKG2015,2,36.078195,106.222016,29.719209999999997,106.641602,0.034482759,0.985221675,145.0,0.001381169,149,0.0019514439999999999,"[36.078195, 106.222016]","[29.719209999999997, 106.641602]"
GYU,CKG,2016,GYUCKG2016,2,36.078195,106.222016,29.719209999999997,106.641602,0.037383177999999996,0.9953271029999999,271.0,0.0013576320000000001,278,0.001374623,"[36.078195, 106.222016]","[29.719209999999997, 106.641602]"
GYU,CKG,2017,GYUCKG2017,2,36.078195,106.222016,29.719209999999997,106.641602,0.03539823,1.039823009,306.0,0.0012010360000000002,307,0.001203571,"[36.078195, 106.222016]","[29.719209999999997, 106.641602]"
GYU,CKG,2018,GYUCKG2018,2,36.078195,106.222016,29.719209999999997,106.641602,0.018390805,0.6965517240000001,349.0,0.000642996,348,0.000350284,"[36.078195, 106.222016]","[29.719209999999997, 106.641602]"
GYU,INC,2015,GYUINC2015,2,36.078195,106.222016,38.322769,106.393303,0.034482759,0.43349753700000004,314.0,0.0005318219999999999,317,0.00087548,"[36.078195, 106.222016]","[38.322769, 106.393303]"
GYU,INC,2016,GYUINC2016,2,36.078195,106.222016,38.322769,106.393303,0.037383177999999996,0.429906542,460.0,0.000533438,458,0.000538145,"[36.078195, 106.222016]","[38.322769, 106.393303]"
GYU,INC,2017,GYUINC2017,2,36.078195,106.222016,38.322769,106.393303,0.03539823,0.495575221,615.0,0.000552405,616,0.000552838,"[36.078195, 106.222016]","[38.322769, 106.393303]"
GYU,INC,2018,GYUINC2018,2,36.078195,106.222016,38.322769,106.393303,0.018390805,0.331034483,698.0,0.000364465,704,0.000169882,"[36.078195, 106.222016]","[38.322769, 106.393303]"
GYU,PVG,2015,GYUPVG2015,1,36.078195,106.222016,31.14337,121.805199,0.034482759,1.004926108,3.0,0.001514071,0,0.0,"[36.078195, 106.222016]","[31.14337, 121.805199]"
GYU,TSN,2016,GYUTSN2016,2,36.078195,106.222016,39.124352,117.3461,0.037383177999999996,0.8364485979999999,181.0,0.001140433,179,0.001126689,"[36.078195, 106.222016]","[39.124352, 117.3461]"
GYU,TSN,2017,GYUTSN2017,2,36.078195,106.222016,39.124352,117.3461,0.03539823,0.9336283190000001,315.0,0.001158112,316,0.0011517839999999999,"[36.078195, 106.222016]","[39.124352, 117.3461]"
GYU,TSN,2018,GYUTSN2018,2,36.078195,106.222016,39.124352,117.3461,0.018390805,0.572413793,355.0,0.00057571,350,0.000290304,"[36.078195, 106.222016]","[39.124352, 117.3461]"
GYU,XIY,2015,GYUXIY2015,2,36.078195,106.222016,34.438157000000004,108.76481899999999,0.034482759,1.024630542,270.0,0.001474899,271,0.002075037,"[36.078195, 106.222016]","[34.438157000000004, 108.76481899999999]"
GYU,XIY,2016,GYUXIY2016,2,36.078195,106.222016,34.438157000000004,108.76481899999999,0.037383177999999996,1.088785047,157.0,0.0016196589999999999,156,0.001611706,"[36.078195, 106.222016]","[34.438157000000004, 108.76481899999999]"
GYU,XIY,2017,GYUXIY2017,2,36.078195,106.222016,34.438157000000004,108.76481899999999,0.03539823,1.185840708,182.0,0.0014937320000000002,182,0.001497094,"[36.078195, 106.222016]","[34.438157000000004, 108.76481899999999]"
GYU,XIY,2018,GYUXIY2018,2,36.078195,106.222016,34.438157000000004,108.76481899999999,0.018390805,0.7701149429999999,343.0,0.0007104069999999999,343,0.000407499,"[36.078195, 106.222016]","[34.438157000000004, 108.76481899999999]"
HAK,ACX,2016,HAKACX2016,2,19.934851000000002,110.4589,25.082371,104.96221200000001,0.841121495,0.130841121,115.0,0.000312145,113,0.00031151,"[19.934851000000002, 110.4589]","[25.082371, 104.96221200000001]"
HAK,ACX,2017,HAKACX2017,2,19.934851000000002,110.4589,25.082371,104.96221200000001,0.805309735,0.15044247800000002,53.0,0.000237549,53,0.00023757700000000002,"[19.934851000000002, 110.4589]","[25.082371, 104.96221200000001]"
HAK,AEB,2018,HAKAEB2018,2,19.934851000000002,110.4589,23.718051000000003,106.96485200000001,0.526436782,0.032183908,119.0,0.000154423,119,0.000265934,"[19.934851000000002, 110.4589]","[23.718051000000003, 106.96485200000001]"
HAK,AQG,2015,HAKAQG2015,2,19.934851000000002,110.4589,30.580776,117.05541200000002,0.753694581,0.078817734,315.0,0.000408756,316,0.000452618,"[19.934851000000002, 110.4589]","[30.580776, 117.05541200000002]"
HAK,AQG,2016,HAKAQG2016,2,19.934851000000002,110.4589,30.580776,117.05541200000002,0.841121495,0.074766355,361.0,0.00042963699999999997,364,0.000430657,"[19.934851000000002, 110.4589]","[30.580776, 117.05541200000002]"
HAK,AQG,2017,HAKAQG2017,2,19.934851000000002,110.4589,30.580776,117.05541200000002,0.805309735,0.09734513300000001,346.0,0.0003179,349,0.000315418,"[19.934851000000002, 110.4589]","[30.580776, 117.05541200000002]"
HAK,AQG,2018,HAKAQG2018,2,19.934851000000002,110.4589,30.580776,117.05541200000002,0.526436782,0.059770115,359.0,8.09e-05,358,0.00013253,"[19.934851000000002, 110.4589]","[30.580776, 117.05541200000002]"
HAK,AVA,2016,HAKAVA2016,2,19.934851000000002,110.4589,26.256990000000002,105.8774,0.841121495,0.11214953300000001,51.0,0.000366254,50,0.000366614,"[19.934851000000002, 110.4589]","[26.256990000000002, 105.8774]"
HAK,AVA,2017,HAKAVA2017,2,19.934851000000002,110.4589,26.256990000000002,105.8774,0.805309735,0.10619469,256.0,0.000358246,240,0.00035801199999999995,"[19.934851000000002, 110.4589]","[26.256990000000002, 105.8774]"
HAK,AVA,2018,HAKAVA2018,2,19.934851000000002,110.4589,26.256990000000002,105.8774,0.526436782,0.055172414,214.0,9.54e-05,209,0.000171113,"[19.934851000000002, 110.4589]","[26.256990000000002, 105.8774]"
HAK,BAV,2015,HAKBAV2015,2,19.934851000000002,110.4589,40.55999,109.996902,0.753694581,0.29064039399999997,33.0,0.00018768299999999999,35,0.000202737,"[19.934851000000002, 110.4589]","[40.55999, 109.996902]"
HAK,BFJ,2015,HAKBFJ2015,2,19.934851000000002,110.4589,27.300278000000002,105.30139199999999,0.753694581,0.157635468,77.0,0.000268193,77,0.000288987,"[19.934851000000002, 110.4589]","[27.300278000000002, 105.30139199999999]"
HAK,BFJ,2016,HAKBFJ2016,2,19.934851000000002,110.4589,27.300278000000002,105.30139199999999,0.841121495,0.177570093,315.0,0.000244875,305,0.00024435099999999996,"[19.934851000000002, 110.4589]","[27.300278000000002, 105.30139199999999]"
HAK,BFJ,2017,HAKBFJ2017,2,19.934851000000002,110.4589,27.300278000000002,105.30139199999999,0.805309735,0.194690265,348.0,0.00018842599999999997,345,0.00018883,"[19.934851000000002, 110.4589]","[27.300278000000002, 105.30139199999999]"
HAK,BFJ,2018,HAKBFJ2018,2,19.934851000000002,110.4589,27.300278000000002,105.30139199999999,0.526436782,0.117241379,118.0,4.92e-05,113,8.340000000000001e-05,"[19.934851000000002, 110.4589]","[27.300278000000002, 105.30139199999999]"
HAK,BHY,2015,HAKBHY2015,2,19.934851000000002,110.4589,21.53944,109.2938,0.753694581,0.221674877,32.0,0.000185169,38,0.000201948,"[19.934851000000002, 110.4589]","[21.53944, 109.2938]"
HAK,BHY,2016,HAKBHY2016,2,19.934851000000002,110.4589,21.53944,109.2938,0.841121495,0.214953271,155.0,0.000197177,155,0.000196923,"[19.934851000000002, 110.4589]","[21.53944, 109.2938]"
HAK,BHY,2017,HAKBHY2017,2,19.934851000000002,110.4589,21.53944,109.2938,0.805309735,0.24778761100000002,124.0,0.00016863099999999998,125,0.000169451,"[19.934851000000002, 110.4589]","[21.53944, 109.2938]"
HAK,BHY,2018,HAKBHY2018,2,19.934851000000002,110.4589,21.53944,109.2938,0.526436782,0.151724138,84.0,4.05e-05,84,6.77e-05,"[19.934851000000002, 110.4589]","[21.53944, 109.2938]"
HAK,CAN,2015,HAKCAN2015,2,19.934851000000002,110.4589,23.392429,113.298698,0.753694581,1.064039409,5758.0,0.000325559,5744,0.000355561,"[19.934851000000002, 110.4589]","[23.392429, 113.298698]"
HAK,CAN,2016,HAKCAN2016,2,19.934851000000002,110.4589,23.392429,113.298698,0.841121495,1.060747664,6711.0,0.000271168,6719,0.000274537,"[19.934851000000002, 110.4589]","[23.392429, 113.298698]"
HAK,CAN,2017,HAKCAN2017,2,19.934851000000002,110.4589,23.392429,113.298698,0.805309735,0.960176991,6926.0,0.000202531,6931,0.00019339,"[19.934851000000002, 110.4589]","[23.392429, 113.298698]"
HAK,CAN,2018,HAKCAN2018,2,19.934851000000002,110.4589,23.392429,113.298698,0.526436782,0.675862069,6048.0,0.00033734300000000004,6066,6.01e-05,"[19.934851000000002, 110.4589]","[23.392429, 113.298698]"
HAK,CGD,2015,HAKCGD2015,2,19.934851000000002,110.4589,28.918879999999998,111.640198,0.753694581,0.088669951,154.0,0.00035777199999999996,155,0.000389635,"[19.934851000000002, 110.4589]","[28.918879999999998, 111.640198]"
HAK,CGD,2016,HAKCGD2016,2,19.934851000000002,110.4589,28.918879999999998,111.640198,0.841121495,0.102803738,144.0,0.00033584099999999997,145,0.000334447,"[19.934851000000002, 110.4589]","[28.918879999999998, 111.640198]"
HAK,CGD,2017,HAKCGD2017,2,19.934851000000002,110.4589,28.918879999999998,111.640198,0.805309735,0.079646018,155.0,0.000395428,155,0.000391652,"[19.934851000000002, 110.4589]","[28.918879999999998, 111.640198]"
HAK,CGD,2018,HAKCGD2018,2,19.934851000000002,110.4589,28.918879999999998,111.640198,0.526436782,0.08275862099999999,156.0,5.98e-05,156,9.65e-05,"[19.934851000000002, 110.4589]","[28.918879999999998, 111.640198]"
HAK,CGO,2015,HAKCGO2015,2,19.934851000000002,110.4589,34.519669,113.840797,0.753694581,0.625615764,2730.0,0.000234478,2725,0.000263269,"[19.934851000000002, 110.4589]","[34.519669, 113.840797]"
HAK,CGO,2016,HAKCGO2016,2,19.934851000000002,110.4589,34.519669,113.840797,0.841121495,0.7009345790000001,3168.0,0.000378103,3161,0.00039305199999999996,"[19.934851000000002, 110.4589]","[34.519669, 113.840797]"
HAK,CGO,2017,HAKCGO2017,2,19.934851000000002,110.4589,34.519669,113.840797,0.805309735,0.7876106190000001,3972.0,0.000256995,3987,0.000263231,"[19.934851000000002, 110.4589]","[34.519669, 113.840797]"
HAK,CGO,2018,HAKCGO2018,2,19.934851000000002,110.4589,34.519669,113.840797,0.526436782,0.47816092,4222.0,0.00010917899999999999,4209,0.000118739,"[19.934851000000002, 110.4589]","[34.519669, 113.840797]"
HAK,CGQ,2015,HAKCGQ2015,2,19.934851000000002,110.4589,43.996208,125.685303,0.753694581,0.42364532,21.0,0.000214227,17,0.000225388,"[19.934851000000002, 110.4589]","[43.996208, 125.685303]"
HAK,CGQ,2016,HAKCGQ2016,2,19.934851000000002,110.4589,43.996208,125.685303,0.841121495,0.429906542,71.0,0.000217662,78,0.00021004599999999997,"[19.934851000000002, 110.4589]","[43.996208, 125.685303]"
HAK,CGQ,2017,HAKCGQ2017,2,19.934851000000002,110.4589,43.996208,125.685303,0.805309735,0.42920354,113.0,0.00016872599999999998,108,0.000166136,"[19.934851000000002, 110.4589]","[43.996208, 125.685303]"
HAK,CGQ,2018,HAKCGQ2018,2,19.934851000000002,110.4589,43.996208,125.685303,0.526436782,0.26436781600000003,209.0,5.44e-05,224,6.840000000000001e-05,"[19.934851000000002, 110.4589]","[43.996208, 125.685303]"
HAK,CIH,2015,HAKCIH2015,2,19.934851000000002,110.4589,36.247454,113.131759,0.753694581,0.128078818,163.0,0.00030832900000000004,161,0.000331794,"[19.934851000000002, 110.4589]","[36.247454, 113.131759]"
HAK,CIH,2016,HAKCIH2016,2,19.934851000000002,110.4589,36.247454,113.131759,0.841121495,0.168224299,209.0,0.000246145,208,0.000247073,"[19.934851000000002, 110.4589]","[36.247454, 113.131759]"
HAK,CIH,2017,HAKCIH2017,2,19.934851000000002,110.4589,36.247454,113.131759,0.805309735,0.15044247800000002,115.0,0.00021067900000000002,115,0.00021150900000000002,"[19.934851000000002, 110.4589]","[36.247454, 113.131759]"
HAK,CIH,2018,HAKCIH2018,2,19.934851000000002,110.4589,36.247454,113.131759,0.526436782,0.08275862099999999,181.0,6.22e-05,182,0.000105266,"[19.934851000000002, 110.4589]","[36.247454, 113.131759]"
HAK,CKG,2015,HAKCKG2015,2,19.934851000000002,110.4589,29.719209999999997,106.641602,0.753694581,0.985221675,2780.0,0.00057172,2787,0.000577988,"[19.934851000000002, 110.4589]","[29.719209999999997, 106.641602]"
HAK,CKG,2016,HAKCKG2016,2,19.934851000000002,110.4589,29.719209999999997,106.641602,0.841121495,0.9953271029999999,2919.0,0.00046472699999999996,2916,0.00046752199999999995,"[19.934851000000002, 110.4589]","[29.719209999999997, 106.641602]"
HAK,CKG,2017,HAKCKG2017,2,19.934851000000002,110.4589,29.719209999999997,106.641602,0.805309735,1.039823009,2906.0,0.000355291,2916,0.000364332,"[19.934851000000002, 110.4589]","[29.719209999999997, 106.641602]"
HAK,CKG,2018,HAKCKG2018,2,19.934851000000002,110.4589,29.719209999999997,106.641602,0.526436782,0.6965517240000001,2885.0,0.000141653,2893,0.00018141700000000001,"[19.934851000000002, 110.4589]","[29.719209999999997, 106.641602]"
