departure,arrival,flights,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,airline_centrality,year
CGD,LHW,92,28.91888,111.640198,36.51524,103.620697,0.082758621,0.436781609,7.97E-05,2018
CIH,KWE,92,36.247454,113.131759,26.538521,106.800697,0.082758621,0.471264368,7.01E-05,2018
CSX,WUT,92,28.196667,113.220833,38.599167,112.967781,0.510344828,0.110344828,4.53E-05,2018
DLC,XFN,92,38.96566,121.538597,32.150551,112.290802,0.44137931,0.142528736,4.21E-05,2018
FOC,SWA,92,25.935061,119.6632,23.5525,116.505836,0.374712644,0.245977011,1.78E-05,2018
HGH,NBS,92,30.2295,120.434402,42.071926,127.609218,0.602298851,0.087356322,0.000108697,2018
HGH,UCB,92,30.2295,120.434402,41.127163,113.117591,0.602298851,0.064367816,9.90E-05,2018
HTN,KCA,92,37.038007,79.868983,41.679452,82.875522,0.036781609,0.018390805,8.32E-05,2018
IQN,PVG,92,35.802506,107.604593,31.14337,121.805199,0.050574713,0.772413793,0.000519141,2018
KCA,HTN,92,41.679452,82.875522,37.038007,79.868983,0.018390805,0.036781609,0.000132685,2018
KWL,LFQ,92,25.2181,110.039101,36.131668,111.658058,0.303448276,0.073563218,3.96E-05,2018
LFQ,KWL,92,36.131668,111.658058,25.2181,110.039101,0.073563218,0.303448276,4.48E-05,2018
LHW,CGD,92,36.51524,103.620697,28.91888,111.640198,0.436781609,0.082758621,6.61E-05,2018
NBS,HGH,92,42.071926,127.609218,30.2295,120.434402,0.087356322,0.602298851,0.00017237,2018
PVG,YZY,92,31.14337,121.805199,38.805064,100.671783,0.772413793,0.013793103,0.000385733,2018
WUT,CSX,92,38.599167,112.967781,28.196667,113.220833,0.110344828,0.510344828,8.28E-05,2018
BAV,UYN,91,40.55999,109.996902,38.358264,109.599254,0.181609195,0.098850575,2.09E-05,2018
CGD,CGO,91,28.91888,111.640198,34.519669,113.840797,0.082758621,0.47816092,8.91E-05,2018
CGO,MXZ,91,34.519669,113.840797,24.268999,116.103996,0.47816092,0.068965517,0.000113475,2018
HLD,UCB,91,49.209334,119.830223,41.127163,113.117591,0.140229885,0.064367816,2.37E-05,2018
KWE,CIH,91,26.538521,106.800697,36.247454,113.131759,0.471264368,0.082758621,5.13E-05,2018
LJG,XMN,91,26.683332,100.25,24.544029,118.127701,0.216091954,0.436781609,4.62E-05,2018
UCB,HGH,91,41.127163,113.117591,30.2295,120.434402,0.064367816,0.602298851,0.000187529,2018
UYN,BAV,91,38.358264,109.599254,40.55999,109.996902,0.098850575,0.181609195,3.59E-05,2018
XMN,LJG,91,24.544029,118.127701,26.683332,100.25,0.436781609,0.216091954,2.80E-05,2018
BAR,WUS,90,19.139692,110.457703,27.698972,118.004959,0.133333333,0.068965517,2.09E-05,2018
CTU,HTN,90,30.57852,103.946999,37.038007,79.868983,0.72183908,0.036781609,0.000528127,2018
HET,NNG,90,40.853503,111.826381,22.608259,108.172401,0.337931034,0.4,7.42E-05,2018
HTN,CTU,90,37.038007,79.868983,30.57852,103.946999,0.036781609,0.72183908,0.000935318,2018
HZG,URC,90,33.131684,107.207614,43.907101,87.474243,0.082758621,0.337931034,0.000225705,2018
IQN,DNH,90,35.802506,107.604593,40.163706,94.807859,0.050574713,0.04137931,5.69E-05,2018
MDG,YSQ,90,44.52,129.559998,44.93954,124.557144,0.064367816,0.04137931,2.00E-05,2018
SYX,LLF,90,18.302891,109.412201,26.338661,111.610046,0.335632184,0.050574713,5.11E-05,2018
UCB,HLD,90,41.127163,113.117591,49.209334,119.830223,0.064367816,0.140229885,4.51E-05,2018
URC,HZG,90,43.907101,87.474243,33.131684,107.207614,0.337931034,0.082758621,0.000110516,2018
YSQ,MDG,90,44.93954,124.557144,44.52,129.559998,0.04137931,0.064367816,7.06E-05,2018
DNH,IQN,89,40.163706,94.807859,35.802506,107.604593,0.04137931,0.050574713,5.99E-05,2018
HGH,TEN,89,30.2295,120.434402,27.882209,109.3144,0.602298851,0.126436782,5.42E-05,2018
MXZ,CGO,89,24.268999,116.103996,34.519669,113.840797,0.068965517,0.47816092,0.000146902,2018
NNG,HET,89,22.608259,108.172401,40.853503,111.826381,0.4,0.337931034,5.31E-05,2018
TVS,KWE,89,39.720066,118.006926,26.538521,106.800697,0.087356322,0.471264368,8.67E-05,2018
WUS,BAR,89,27.698972,118.004959,19.139692,110.457703,0.068965517,0.133333333,2.77E-05,2018
ZAT,XIY,89,27.323463,103.757591,34.438157,108.764819,0.045977011,0.770114943,0.000284476,2018
CKG,JMJ,88,29.71921,106.641602,22.41192,99.789519,0.696551724,0.013793103,0.000636961,2018
INC,YIN,88,38.322769,106.393303,43.957321,81.33329,0.331034483,0.073563218,0.000200428,2018
JMJ,CKG,88,22.41192,99.789519,29.71921,106.641602,0.013793103,0.696551724,0.001164175,2018
KWE,TVS,88,26.538521,106.800697,39.720066,118.006926,0.471264368,0.087356322,5.78E-05,2018
UCB,DLC,88,41.127163,113.117591,38.96566,121.538597,0.064367816,0.44137931,0.000110242,2018
XNN,YIN,88,36.525322,102.037537,43.957321,81.33329,0.257471264,0.073563218,0.000207614,2018
YIN,INC,88,43.957321,81.33329,38.322769,106.393303,0.073563218,0.331034483,0.000244818,2018
YIN,XNN,88,43.957321,81.33329,36.525322,102.037537,0.073563218,0.257471264,0.000228711,2018
CGD,XIY,87,28.91888,111.640198,34.438157,108.764819,0.082758621,0.770114943,0.000196003,2018
DYG,MIG,87,29.101431,110.447943,31.428986,104.743592,0.154022989,0.193103448,2.08E-05,2018
HIA,XNN,87,33.788792,119.131102,36.525322,102.037537,0.170114943,0.257471264,4.78E-05,2018
KWE,BAV,87,26.538521,106.800697,40.55999,109.996902,0.471264368,0.181609195,4.77E-05,2018
LLF,SYX,87,26.338661,111.610046,18.302891,109.412201,0.050574713,0.335632184,0.000145748,2018
MIG,DYG,87,31.428986,104.743592,29.101431,110.447943,0.193103448,0.154022989,2.06E-05,2018
XIY,CGD,87,34.438157,108.764819,28.91888,111.640198,0.770114943,0.082758621,0.000148942,2018
XNN,HIA,87,36.525322,102.037537,33.788792,119.131102,0.257471264,0.170114943,5.09E-05,2018
CGQ,INC,86,43.996208,125.685303,38.322769,106.393303,0.264367816,0.331034483,4.43E-05,2018
CIH,SHE,86,36.247454,113.131759,41.639839,123.483398,0.082758621,0.445977011,8.24E-05,2018
INC,CGQ,86,38.322769,106.393303,43.996208,125.685303,0.331034483,0.264367816,3.49E-05,2018
KWE,LXA,86,26.538521,106.800697,29.29777,90.911942,0.471264368,0.11954023,0.00011804,2018
SHE,CIH,86,41.639839,123.483398,36.247454,113.131759,0.445977011,0.082758621,5.56E-05,2018
CGQ,TGO,85,43.996208,125.685303,43.55666,122.199699,0.264367816,0.07816092,4.89E-05,2018
CSX,CIH,85,28.196667,113.220833,36.247454,113.131759,0.510344828,0.082758621,5.76E-05,2018
DLC,UCB,85,38.96566,121.538597,41.127163,113.117591,0.44137931,0.064367816,6.55E-05,2018
HAK,YCU,85,19.934851,110.4589,35.116669,111.039719,0.526436782,0.135632184,4.90E-05,2018
HZG,NKG,85,33.131684,107.207614,31.742041,118.862,0.082758621,0.43908046,9.30E-05,2018
LLV,HAK,85,37.684589,111.148478,19.934851,110.4589,0.064367816,0.526436782,0.000133542,2018
LXA,KWE,85,29.29777,90.911942,26.538521,106.800697,0.11954023,0.471264368,0.000163289,2018
NKG,HZG,85,31.742041,118.862,33.131684,107.207614,0.43908046,0.082758621,5.17E-05,2018
TYN,ZYI,85,37.746891,112.628403,27.807451,107.250743,0.328735632,0.172413793,2.28E-05,2018
YCU,HAK,85,35.116669,111.039719,19.934851,110.4589,0.135632184,0.526436782,6.61E-05,2018
ACX,SHA,84,25.082371,104.962212,31.196099,121.339766,0.07816092,0.35862069,7.06E-05,2018
BAR,PVG,84,19.139692,110.457703,31.14337,121.805199,0.133333333,0.772413793,0.000323088,2018
BHY,HAK,84,21.53944,109.2938,19.934851,110.4589,0.151724138,0.526436782,6.77E-05,2018
BHY,YTY,84,21.53944,109.2938,32.563057,119.718887,0.151724138,0.137931034,1.51E-05,2018
CAN,BAR,84,23.392429,113.298698,19.139692,110.457703,0.675862069,0.133333333,5.57E-05,2018
CAN,DLU,84,23.392429,113.298698,25.647097,100.320711,0.675862069,0.11954023,6.93E-05,2018
CIH,CSX,84,36.247454,113.131759,28.196667,113.220833,0.082758621,0.510344828,9.44E-05,2018
DLU,CAN,84,25.647097,100.320711,23.392429,113.298698,0.11954023,0.675862069,0.000284276,2018
DSN,HDG,84,39.495789,109.867412,36.523888,114.43,0.165517241,0.07816092,3.18E-05,2018
HAK,BHY,84,19.934851,110.4589,21.53944,109.2938,0.526436782,0.151724138,4.05E-05,2018
HAK,LLV,84,19.934851,110.4589,37.684589,111.148478,0.526436782,0.064367816,8.09E-05,2018
HDG,DSN,84,36.523888,114.43,39.495789,109.867412,0.07816092,0.165517241,5.78E-05,2018
HFE,HUZ,84,31.986345,116.970474,23.0497,114.607144,0.28045977,0.137931034,2.63E-05,2018
HUZ,HFE,84,23.0497,114.607144,31.986345,116.970474,0.137931034,0.28045977,4.60E-05,2018
JHG,KWL,84,21.972467,100.76475,25.2181,110.039101,0.085057471,0.303448276,0.000129804,2018
KOW,LJG,84,25.851667,114.776665,26.683332,100.25,0.124137931,0.216091954,2.03E-05,2018
KWL,JHG,84,25.2181,110.039101,21.972467,100.76475,0.303448276,0.085057471,8.12E-05,2018
LJG,KOW,84,26.683332,100.25,25.851667,114.776665,0.216091954,0.124137931,1.92E-05,2018
LYI,KWE,84,35.046112,118.411667,26.538521,106.800697,0.126436782,0.471264368,5.06E-05,2018
LZO,PEK,84,29.030001,105.470001,40.084152,116.592735,0.091954023,0.887356322,0.000422832,2018
PEK,LZO,84,40.084152,116.592735,29.030001,105.470001,0.887356322,0.091954023,0.000119332,2018
TGO,CGQ,84,43.55666,122.199699,43.996208,125.685303,0.07816092,0.264367816,6.58E-05,2018
TSN,GXH,84,39.124352,117.3461,34.82166,102.622647,0.572413793,0.027586207,0.000235789,2018
URC,KHN,84,43.907101,87.474243,28.865,115.900002,0.337931034,0.324137931,0.000190062,2018
XIC,WUX,84,27.983669,102.186692,31.492889,120.424377,0.062068966,0.186206897,4.22E-05,2018
YTY,BHY,84,32.563057,119.718887,21.53944,109.2938,0.137931034,0.151724138,1.72E-05,2018
ZYI,BAR,84,27.807451,107.250743,19.139692,110.457703,0.172413793,0.133333333,1.75E-05,2018
AAT,LHW,83,47.751758,88.0869,36.51524,103.620697,0.04137931,0.436781609,0.000398709,2018
BAR,CAN,83,19.139692,110.457703,23.392429,113.298698,0.133333333,0.675862069,0.000219918,2018
BAR,ZYI,83,19.139692,110.457703,27.807451,107.250743,0.133333333,0.172413793,2.39E-05,2018
CGO,XIY,83,34.519669,113.840797,34.438157,108.764819,0.47816092,0.770114943,0.000105211,2018
JJN,WUX,83,24.794776,118.593069,31.492889,120.424377,0.206896552,0.186206897,2.19E-05,2018
KHN,URC,83,28.865,115.900002,43.907101,87.474243,0.324137931,0.337931034,0.000309943,2018
KWE,LYI,83,26.538521,106.800697,35.046112,118.411667,0.471264368,0.126436782,4.09E-05,2018
LFQ,CTU,83,36.131668,111.658058,30.57852,103.946999,0.073563218,0.72183908,0.000221607,2018
LHW,AAT,83,36.51524,103.620697,47.751758,88.0869,0.436781609,0.04137931,0.000232249,2018
LXA,LZY,83,29.29777,90.911942,29.301565,94.336061,0.11954023,0.04137931,4.41E-05,2018
LZY,LXA,83,29.301565,94.336061,29.29777,90.911942,0.04137931,0.11954023,6.12E-05,2018
PVG,BAR,83,31.14337,121.805199,19.139692,110.457703,0.772413793,0.133333333,6.62E-05,2018
SHA,ACX,83,31.196099,121.339766,25.082371,104.962212,0.35862069,0.07816092,4.75E-05,2018
SHA,MIG,83,31.196099,121.339766,31.428986,104.743592,0.35862069,0.193103448,3.18E-05,2018
WNZ,DLU,83,27.91222,120.851898,25.647097,100.320711,0.324137931,0.11954023,3.31E-05,2018
WUX,JJN,83,31.492889,120.424377,24.794776,118.593069,0.186206897,0.206896552,3.87E-05,2018
WUX,XIC,83,31.492889,120.424377,27.983669,102.186692,0.186206897,0.062068966,2.46E-05,2018
XIY,ZAT,83,34.438157,108.764819,27.323463,103.757591,0.770114943,0.045977011,0.000206819,2018
YIH,DLC,83,30.556473,111.479942,38.96566,121.538597,0.181609195,0.44137931,6.55E-05,2018
ZYI,TYN,83,27.807451,107.250743,37.746891,112.628403,0.172413793,0.328735632,2.56E-05,2018
CTU,LFQ,82,30.57852,103.946999,36.131668,111.658058,0.72183908,0.073563218,0.000155416,2018
DLU,WNZ,82,25.647097,100.320711,27.91222,120.851898,0.11954023,0.324137931,4.79E-05,2018
DYG,KWE,82,29.101431,110.447943,26.538521,106.800697,0.154022989,0.471264368,4.18E-05,2018
DYG,NGB,82,29.101431,110.447943,29.826679,121.461899,0.154022989,0.365517241,3.75E-05,2018
KOW,TAO,82,25.851667,114.776665,36.266102,120.374397,0.124137931,0.445977011,6.78E-05,2018
KWE,DYG,82,26.538521,106.800697,29.101431,110.447943,0.471264368,0.154022989,3.43E-05,2018
NGB,DYG,82,29.826679,121.461899,29.101431,110.447943,0.365517241,0.154022989,2.69E-05,2018
TAO,KOW,82,36.266102,120.374397,25.851667,114.776665,0.445977011,0.124137931,4.94E-05,2018
DAT,HAK,81,40.062064,113.486564,19.934851,110.4589,0.105747126,0.526436782,0.000117137,2018
DLC,YIH,81,38.96566,121.538597,30.556473,111.479942,0.44137931,0.181609195,4.71E-05,2018
DYG,WNZ,81,29.101431,110.447943,27.91222,120.851898,0.154022989,0.324137931,2.87E-05,2018
FOC,HFE,81,25.935061,119.6632,31.986345,116.970474,0.374712644,0.28045977,3.68E-05,2018
HAK,DAT,81,19.934851,110.4589,40.062064,113.486564,0.526436782,0.105747126,7.06E-05,2018
HAK,LFQ,81,19.934851,110.4589,36.131668,111.658058,0.526436782,0.073563218,7.39E-05,2018
LFQ,HAK,81,36.131668,111.658058,19.934851,110.4589,0.073563218,0.526436782,0.00010237,2018
LFQ,TSN,81,36.131668,111.658058,39.124352,117.3461,0.073563218,0.572413793,0.00013705,2018
SHA,BHY,81,31.196099,121.339766,21.53944,109.2938,0.35862069,0.151724138,3.19E-05,2018
WNZ,DYG,81,27.91222,120.851898,29.101431,110.447943,0.324137931,0.154022989,2.38E-05,2018
BAV,CTU,80,40.55999,109.996902,30.57852,103.946999,0.181609195,0.72183908,0.000159152,2018
CTU,BAV,80,30.57852,103.946999,40.55999,109.996902,0.72183908,0.181609195,0.000111136,2018
GXH,TSN,80,34.82166,102.622647,39.124352,117.3461,0.027586207,0.572413793,0.000447107,2018
TSN,LFQ,80,39.124352,117.3461,36.131668,111.658058,0.572413793,0.073563218,9.76E-05,2018
XNN,WUT,80,36.525322,102.037537,38.599167,112.967781,0.257471264,0.110344828,5.26E-05,2018
BFJ,LHW,79,27.300278,105.301392,36.51524,103.620697,0.117241379,0.436781609,7.50E-05,2018
DAX,HGH,79,31.135012,107.426888,30.2295,120.434402,0.064367816,0.602298851,0.000151835,2018
DDG,PVG,79,40.025551,124.286598,31.14337,121.805199,0.018390805,0.772413793,0.000770781,2018
HET,MIG,79,40.853503,111.826381,31.428986,104.743592,0.337931034,0.193103448,5.11E-05,2018
HFE,FOC,79,31.986345,116.970474,25.935061,119.6632,0.28045977,0.374712644,2.83E-05,2018
HGH,DAX,79,30.2295,120.434402,31.135012,107.426888,0.602298851,0.064367816,9.31E-05,2018
HGH,YNZ,79,30.2295,120.434402,33.385555,120.125275,0.602298851,0.147126437,5.19E-05,2018
LHW,HNY,79,36.51524,103.620697,26.721945,112.618057,0.436781609,0.11954023,6.26E-05,2018
MIG,HET,79,31.428986,104.743592,40.853503,111.826381,0.193103448,0.337931034,5.38E-05,2018
PVG,DDG,79,31.14337,121.805199,40.025551,124.286598,0.772413793,0.018390805,0.000356153,2018
TSN,YSQ,79,39.124352,117.3461,44.93954,124.557144,0.572413793,0.04137931,0.000305008,2018
YSQ,TSN,79,44.93954,124.557144,39.124352,117.3461,0.04137931,0.572413793,0.000536275,2018
BSD,CGO,78,25.055182,99.16143,34.519669,113.840797,0.050574713,0.47816092,0.000143265,2018
CGO,BSD,78,34.519669,113.840797,25.055182,99.16143,0.47816092,0.050574713,9.17E-05,2018
DDG,TAO,78,40.025551,124.286598,36.266102,120.374397,0.018390805,0.445977011,0.000368341,2018
FOC,WUX,78,25.935061,119.6632,31.492889,120.424377,0.374712644,0.186206897,2.45E-05,2018
KWL,ZHA,78,25.2181,110.039101,21.214439,110.358299,0.303448276,0.154022989,2.79E-05,2018
LHW,BFJ,78,36.51524,103.620697,27.300278,105.301392,0.436781609,0.117241379,6.10E-05,2018
NTG,SQD,78,32.072922,120.975601,28.376586,117.968625,0.172413793,0.04137931,4.16E-05,2018
SQD,NTG,78,28.376586,117.968625,32.072922,120.975601,0.04137931,0.172413793,0.000106099,2018
TAO,DDG,78,36.266102,120.374397,40.025551,124.286598,0.445977011,0.018390805,0.000248427,2018
TAO,WUT,78,36.266102,120.374397,38.599167,112.967781,0.445977011,0.110344828,4.57E-05,2018
WUT,TAO,78,38.599167,112.967781,36.266102,120.374397,0.110344828,0.445977011,7.42E-05,2018
WUX,FOC,78,31.492889,120.424377,25.935061,119.6632,0.186206897,0.374712644,3.73E-05,2018
YNZ,HGH,78,33.385555,120.125275,30.2295,120.434402,0.147126437,0.602298851,9.43E-05,2018
ZHA,KWL,78,21.214439,110.358299,25.2181,110.039101,0.154022989,0.303448276,2.99E-05,2018
AQG,FOC,77,30.580776,117.055412,25.935061,119.6632,0.059770115,0.374712644,7.42E-05,2018
AQG,HRB,77,30.580776,117.055412,45.623402,126.250298,0.059770115,0.452873563,0.000174755,2018
CGO,YIH,77,34.519669,113.840797,30.556473,111.479942,0.47816092,0.181609195,3.55E-05,2018
FOC,AQG,77,25.935061,119.6632,30.580776,117.055412,0.374712644,0.059770115,4.03E-05,2018
FOC,SJW,77,25.935061,119.6632,38.274376,114.694427,0.374712644,0.337931034,2.46E-05,2018
HNY,LHW,77,26.721945,112.618057,36.51524,103.620697,0.11954023,0.436781609,7.82E-05,2018
HRB,AQG,77,45.623402,126.250298,30.580776,117.055412,0.452873563,0.059770115,0.000114397,2018
LHW,WUT,77,36.51524,103.620697,38.599167,112.967781,0.436781609,0.110344828,5.83E-05,2018
LZO,SZX,77,29.030001,105.470001,22.63925,113.8106,0.091954023,0.63908046,0.000136494,2018
SZX,LZO,77,22.63925,113.8106,29.030001,105.470001,0.63908046,0.091954023,7.16E-05,2018
WUT,XNN,77,38.599167,112.967781,36.525322,102.037537,0.110344828,0.257471264,6.47E-05,2018
CSX,NZH,76,28.196667,113.220833,49.569633,117.337784,0.510344828,0.071264368,0.000171931,2018
KWL,LYA,76,25.2181,110.039101,34.741112,112.388298,0.303448276,0.126436782,3.45E-05,2018
LYA,KWL,76,34.741112,112.388298,25.2181,110.039101,0.126436782,0.303448276,3.83E-05,2018
SJW,FOC,76,38.274376,114.694427,25.935061,119.6632,0.337931034,0.374712644,3.23E-05,2018
TCZ,KWE,76,24.939379,98.482025,26.538521,106.800697,0.055172414,0.471264368,9.82E-05,2018
YIH,CGO,76,30.556473,111.479942,34.519669,113.840797,0.181609195,0.47816092,4.70E-05,2018
AAT,SHF,75,47.751758,88.0869,44.243677,85.895281,0.04137931,0.04137931,2.39E-05,2018
AHJ,LXA,75,32.526648,102.359218,29.29777,90.911942,0.018390805,0.11954023,0.000158081,2018
CGO,HIA,75,34.519669,113.840797,33.788792,119.131102,0.47816092,0.170114943,3.57E-05,2018
HET,LLV,75,40.853503,111.826381,37.684589,111.148478,0.337931034,0.064367816,5.80E-05,2018
JGN,TNA,75,39.861578,98.341392,36.857208,117.215897,0.036781609,0.390804598,0.000257218,2018
KWE,TCZ,75,26.538521,106.800697,24.939379,98.482025,0.471264368,0.055172414,6.56E-05,2018
LLV,HET,75,37.684589,111.148478,40.853503,111.826381,0.064367816,0.337931034,7.98E-05,2018
NZH,CSX,75,49.569633,117.337784,28.196667,113.220833,0.071264368,0.510344828,0.000250255,2018
SHF,AAT,75,44.243677,85.895281,47.751758,88.0869,0.04137931,0.04137931,2.84E-05,2018
TAO,TNH,75,36.266102,120.374397,42.032771,125.790631,0.445977011,0.018390805,0.000236057,2018
TEN,WNZ,75,27.882209,109.3144,27.91222,120.851898,0.126436782,0.324137931,2.90E-05,2018
TNA,JGN,75,36.857208,117.215897,39.861578,98.341392,0.390804598,0.036781609,0.000144558,2018
TNH,TAO,75,42.032771,125.790631,36.266102,120.374397,0.018390805,0.445977011,0.000379618,2018
XIY,CGO,75,34.438157,108.764819,34.519669,113.840797,0.770114943,0.47816092,0.000109539,2018
FOC,HZG,74,25.935061,119.6632,33.131684,107.207614,0.374712644,0.082758621,3.82E-05,2018
HZG,FOC,74,33.131684,107.207614,25.935061,119.6632,0.082758621,0.374712644,6.76E-05,2018
WNZ,TEN,74,27.91222,120.851898,27.882209,109.3144,0.324137931,0.126436782,2.24E-05,2018
HFE,BHY,73,31.986345,116.970474,21.53944,109.2938,0.28045977,0.151724138,2.01E-05,2018
JNG,CDE,73,35.29364,116.353255,41.122501,118.073891,0.137931034,0.022988506,7.18E-05,2018
LJG,TYN,73,26.683332,100.25,37.746891,112.628403,0.216091954,0.328735632,3.06E-05,2018
NZH,WUX,73,49.569633,117.337784,31.492889,120.424377,0.071264368,0.186206897,7.11E-05,2018
WUX,NZH,73,31.492889,120.424377,49.569633,117.337784,0.186206897,0.071264368,4.51E-05,2018
BHY,HFE,72,21.53944,109.2938,31.986345,116.970474,0.151724138,0.28045977,3.48E-05,2018
KHN,DSN,72,28.865,115.900002,39.495789,109.867412,0.324137931,0.165517241,5.10E-05,2018
TYN,LJG,72,37.746891,112.628403,26.683332,100.25,0.328735632,0.216091954,2.51E-05,2018
TYN,WMT,72,37.746891,112.628403,27.59,106.999725,0.328735632,0.101149425,3.07E-05,2018
WUT,LHW,72,38.599167,112.967781,36.51524,103.620697,0.110344828,0.436781609,7.14E-05,2018
ZHA,FOC,72,21.214439,110.358299,25.935061,119.6632,0.154022989,0.374712644,3.24E-05,2018
DSN,KHN,71,39.495789,109.867412,28.865,115.900002,0.165517241,0.324137931,3.46E-05,2018
FOC,ZHA,71,25.935061,119.6632,21.214439,110.358299,0.374712644,0.154022989,2.21E-05,2018
HNY,BHY,71,26.721945,112.618057,21.53944,109.2938,0.11954023,0.151724138,2.83E-05,2018
WMT,TYN,71,27.59,106.999725,37.746891,112.628403,0.101149425,0.328735632,4.65E-05,2018
BHY,HNY,70,21.53944,109.2938,26.721945,112.618057,0.151724138,0.11954023,1.90E-05,2018
CDE,JNG,70,41.122501,118.073891,35.29364,116.353255,0.022988506,0.137931034,0.000243123,2018
CKG,WUT,70,29.71921,106.641602,38.599167,112.967781,0.696551724,0.110344828,9.91E-05,2018
HMI,TCG,70,42.843005,93.664048,46.67251,83.346901,0.059770115,0.032183908,0.000160933,2018
LXA,AHJ,70,29.29777,90.911942,32.526648,102.359218,0.11954023,0.018390805,8.24E-05,2018
HLD,HGH,69,49.209334,119.830223,30.2295,120.434402,0.140229885,0.602298851,0.000187331,2018
HMI,KHG,69,42.843005,93.664048,39.541251,76.024599,0.059770115,0.064367816,3.08E-05,2018
KHG,HMI,69,39.541251,76.024599,42.843005,93.664048,0.064367816,0.059770115,9.62E-05,2018
KWL,YNT,69,25.2181,110.039101,37.657223,120.987221,0.303448276,0.273563218,5.18E-05,2018
TCG,TLQ,69,46.67251,83.346901,43.03159,89.102437,0.032183908,0.059770115,0.000135293,2018
WUT,CKG,69,38.599167,112.967781,29.71921,106.641602,0.110344828,0.696551724,0.00014344,2018
BSD,CSX,68,25.055182,99.16143,28.196667,113.220833,0.050574713,0.510344828,0.00013946,2018
TCG,HMI,68,46.67251,83.346901,42.843005,93.664048,0.032183908,0.059770115,0.000411813,2018
XUZ,DLU,68,34.052925,117.554077,25.647097,100.320711,0.156321839,0.11954023,3.04E-05,2018
BAV,KWL,67,40.55999,109.996902,25.2181,110.039101,0.181609195,0.303448276,4.75E-05,2018
CGQ,NNG,67,43.996208,125.685303,22.608259,108.172401,0.264367816,0.4,3.96E-05,2018
CSX,BSD,67,28.196667,113.220833,25.055182,99.16143,0.510344828,0.050574713,8.01E-05,2018
DLU,XUZ,67,25.647097,100.320711,34.052925,117.554077,0.11954023,0.156321839,2.89E-05,2018
HGH,HLD,67,30.2295,120.434402,49.209334,119.830223,0.602298851,0.140229885,0.000205437,2018
JNZ,NKG,67,40.936111,121.276947,31.742041,118.862,0.036781609,0.43908046,0.000184962,2018
KWL,BAV,67,25.2181,110.039101,40.55999,109.996902,0.303448276,0.181609195,5.33E-05,2018
NKG,JNZ,67,31.742041,118.862,40.936111,121.276947,0.43908046,0.036781609,0.000104477,2018
TLQ,TCG,67,43.03159,89.102437,46.67251,83.346901,0.059770115,0.032183908,0.000107133,2018
TLQ,URC,67,43.03159,89.102437,43.907101,87.474243,0.059770115,0.337931034,0.000272159,2018
YIE,HRB,67,46.200408,122.007318,45.623402,126.250298,0.027586207,0.452873563,0.000511953,2018
BPE,NGB,66,39.667458,119.067308,29.826679,121.461899,0.055172414,0.365517241,0.000105439,2018
HFE,DSN,66,31.986345,116.970474,39.495789,109.867412,0.28045977,0.165517241,4.08E-05,2018
HIA,CGO,66,33.788792,119.131102,34.519669,113.840797,0.170114943,0.47816092,4.53E-05,2018
NGB,BPE,66,29.826679,121.461899,39.667458,119.067308,0.365517241,0.055172414,6.44E-05,2018
NNG,CGQ,66,22.608259,108.172401,43.996208,125.685303,0.4,0.264367816,3.14E-05,2018
TNA,NAO,66,36.857208,117.215897,30.793442,106.168002,0.390804598,0.087356322,4.73E-05,2018
YNT,KWL,66,37.657223,120.987221,25.2181,110.039101,0.273563218,0.303448276,4.27E-05,2018
DSN,HFE,65,39.495789,109.867412,31.986345,116.970474,0.165517241,0.28045977,3.84E-05,2018
ERL,SHE,65,43.426714,112.099704,41.639839,123.483398,0.04137931,0.445977011,0.000212859,2018
FUG,KMG,65,32.879154,115.740674,25.101944,102.929169,0.07816092,0.64137931,0.000160381,2018
FUG,TAO,65,32.879154,115.740674,36.266102,120.374397,0.07816092,0.445977011,9.34E-05,2018
JNZ,WUH,65,40.936111,121.276947,30.783751,114.208099,0.036781609,0.425287356,0.000194754,2018
KMG,FUG,65,25.101944,102.929169,32.879154,115.740674,0.64137931,0.07816092,9.37E-05,2018
KMG,KJH,65,25.101944,102.929169,26.972769,107.990529,0.64137931,0.059770115,0.000132438,2018
KWE,AEB,65,26.538521,106.800697,23.718051,106.964852,0.471264368,0.032183908,0.000133519,2018
KWE,LZO,65,26.538521,106.800697,29.030001,105.470001,0.471264368,0.091954023,4.94E-05,2018
LZH,BFJ,65,24.204142,109.398889,27.300278,105.301392,0.085057471,0.117241379,1.83E-05,2018
LZO,KWE,65,29.030001,105.470001,26.538521,106.800697,0.091954023,0.471264368,6.15E-05,2018
LZO,SJW,65,29.030001,105.470001,38.274376,114.694427,0.091954023,0.337931034,5.43E-05,2018
MXZ,SZX,65,24.268999,116.103996,22.63925,113.8106,0.068965517,0.63908046,0.000186357,2018
MXZ,YIH,65,24.268999,116.103996,30.556473,111.479942,0.068965517,0.181609195,4.03E-05,2018
NAO,TNA,65,30.793442,106.168002,36.857208,117.215897,0.087356322,0.390804598,6.16E-05,2018
RIZ,WUH,65,35.402879,119.331808,30.783751,114.208099,0.07816092,0.425287356,8.18E-05,2018
SHA,KWL,65,31.196099,121.339766,25.2181,110.039101,0.35862069,0.303448276,5.02E-05,2018
SHE,ERL,65,41.639839,123.483398,43.426714,112.099704,0.445977011,0.04137931,0.000126567,2018
