departure,arrival,flights,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,airline_centrality,year
YNJ,CGQ,633,42.885662,129.439362,43.996208,125.685303,0.112149533,0.429906542,0.000197311,2016
LJG,SHA,632,26.683332,100.25,31.196099,121.339766,0.299065421,0.719626168,0.000173365,2016
NNY,NAY,632,32.98,112.610001,40.084152,116.592735,0.126168224,0.485981308,0.000251525,2016
CAN,DYG,631,23.392429,113.298698,29.101431,110.447943,1.060747664,0.214953271,0.000268315,2016
SHA,LJG,630,31.196099,121.339766,26.683332,100.25,0.719626168,0.299065421,0.000170944,2016
CTU,DCY,628,30.57852,103.946999,29.312192,100.063381,0.990654206,0.046728972,0.001394921,2016
CTU,KGT,628,30.57852,103.946999,30.140162,101.741137,0.990654206,0.037383178,0.002065617,2016
LXA,KMG,628,29.29777,90.911942,25.101944,102.929169,0.224299065,1.037383178,0.000995651,2016
DYG,CAN,627,29.101431,110.447943,23.392429,113.298698,0.214953271,1.060747664,0.000266876,2016
DCY,CTU,624,29.312192,100.063381,30.57852,103.946999,0.046728972,0.990654206,0.001393805,2016
SHA,WNZ,623,31.196099,121.339766,27.91222,120.851898,0.719626168,0.439252336,0.000124152,2016
XNN,YUS,623,36.525322,102.037537,32.839466,97.037788,0.359813084,0.028037383,0.001192781,2016
LHW,NNG,620,36.51524,103.620697,22.608259,108.172401,0.514018692,0.53271028,0.000148214,2016
NNG,LHW,620,22.608259,108.172401,36.51524,103.620697,0.53271028,0.514018692,0.000149791,2016
YUS,XNN,620,32.839466,97.037788,36.525322,102.037537,0.028037383,0.359813084,0.001220873,2016
HAK,TSN,619,19.934851,110.4589,39.124352,117.3461,0.841121495,0.836448598,0.000327998,2016
HET,NZH,619,40.853503,111.826381,49.569633,117.337784,0.53271028,0.158878505,0.000281943,2016
NZH,HET,618,49.569633,117.337784,40.853503,111.826381,0.158878505,0.53271028,0.000285662,2016
SJW,TAO,617,38.274376,114.694427,36.266102,120.374397,0.495327103,0.598130841,0.000104197,2016
PVG,WEH,614,31.14337,121.805199,37.185852,122.234969,0.985981308,0.14953271,0.000533951,2016
TAO,SJW,614,36.266102,120.374397,38.274376,114.694427,0.598130841,0.495327103,0.000109061,2016
TSN,HAK,614,39.124352,117.3461,19.934851,110.4589,0.836448598,0.841121495,0.000322696,2016
HGH,SWA,613,30.2295,120.434402,23.5525,116.505836,0.85046729,0.271028037,0.000222468,2016
SWA,HGH,612,23.5525,116.505836,30.2295,120.434402,0.271028037,0.85046729,0.000217683,2016
WEH,PVG,612,37.185852,122.234969,31.14337,121.805199,0.14953271,0.985981308,0.000533957,2016
WNZ,SHA,612,27.91222,120.851898,31.196099,121.339766,0.439252336,0.719626168,0.000139268,2016
MIG,SZX,607,31.428986,104.743592,22.63925,113.8106,0.285046729,0.962616822,0.000231665,2016
SZX,MIG,606,22.63925,113.8106,31.428986,104.743592,0.962616822,0.285046729,0.000259297,2016
KWL,TYN,604,25.2181,110.039101,37.746891,112.628403,0.490654206,0.53271028,0.00012873,2016
TYN,KWL,604,37.746891,112.628403,25.2181,110.039101,0.53271028,0.490654206,0.000123296,2016
CSX,WUX,600,28.196667,113.220833,31.492889,120.424377,0.724299065,0.299065421,0.000150385,2016
WUX,CSX,600,31.492889,120.424377,28.196667,113.220833,0.299065421,0.724299065,0.00017225,2016
TNA,WNZ,599,36.857208,117.215897,27.91222,120.851898,0.509345794,0.439252336,8.50E-05,2016
KHN,NKG,598,28.865,115.900002,31.742041,118.862,0.443925234,0.537383178,7.34E-05,2016
KMG,LXA,598,25.101944,102.929169,29.29777,90.911942,1.037383178,0.224299065,0.000996204,2016
XMN,WUS,598,24.544029,118.127701,27.698972,118.004959,0.672897196,0.102803738,0.000251982,2016
JJN,WUH,597,24.794776,118.593069,30.783751,114.208099,0.26635514,0.654205607,0.000166553,2016
KRL,CTU,597,41.618911,86.138043,30.57852,103.946999,0.098130841,0.990654206,0.001944593,2016
WNZ,TNA,597,27.91222,120.851898,36.857208,117.215897,0.439252336,0.509345794,9.28E-05,2016
WUH,JJN,597,30.783751,114.208099,24.794776,118.593069,0.654205607,0.26635514,0.000168512,2016
CTU,KRL,596,30.57852,103.946999,41.618911,86.138043,0.990654206,0.098130841,0.001759555,2016
NKG,KHN,595,31.742041,118.862,28.865,115.900002,0.537383178,0.443925234,6.93E-05,2016
LXA,MIG,594,29.29777,90.911942,31.428986,104.743592,0.224299065,0.285046729,0.00020065,2016
WUS,XMN,594,27.698972,118.004959,24.544029,118.127701,0.102803738,0.672897196,0.000242627,2016
HAK,LZH,592,19.934851,110.4589,24.204142,109.398889,0.841121495,0.214953271,0.000199521,2016
HRB,KHN,592,45.623402,126.250298,28.865,115.900002,0.757009346,0.443925234,0.000314437,2016
LZH,HAK,592,24.204142,109.398889,19.934851,110.4589,0.214953271,0.841121495,0.000200225,2016
TSN,CIF,591,39.124352,117.3461,42.159704,118.846745,0.836448598,0.140186916,0.000402477,2016
KGT,CTU,590,30.140162,101.741137,30.57852,103.946999,0.037383178,0.990654206,0.002068315,2016
KHN,HRB,590,28.865,115.900002,45.623402,126.250298,0.443925234,0.757009346,0.000315365,2016
TNA,INC,590,36.857208,117.215897,38.322769,106.393303,0.509345794,0.429906542,0.000112161,2016
KMG,ZAT,588,25.101944,102.929169,27.323463,103.757591,1.037383178,0.056074766,0.000759623,2016
MIG,LXA,588,31.428986,104.743592,29.29777,90.911942,0.285046729,0.224299065,0.000174653,2016
URC,SJW,588,43.907101,87.474243,38.274376,114.694427,0.448598131,0.495327103,0.000763642,2016
CIF,TSN,586,42.159704,118.846745,39.124352,117.3461,0.140186916,0.836448598,0.000406103,2016
INC,TNA,586,38.322769,106.393303,36.857208,117.215897,0.429906542,0.509345794,0.000110927,2016
NLT,URC,586,43.433139,83.380912,43.907101,87.474243,0.009345794,0.448598131,0.004651163,2016
SJW,URC,586,38.274376,114.694427,43.907101,87.474243,0.495327103,0.448598131,0.000682824,2016
URC,NLT,586,43.907101,87.474243,43.433139,83.380912,0.448598131,0.009345794,0.004651163,2016
XIY,DYG,584,34.438157,108.764819,29.101431,110.447943,1.088785047,0.214953271,0.000416162,2016
AXF,HET,583,38.833507,105.668991,40.853503,111.826381,0.037383178,0.53271028,0.004740508,2016
ZUH,NKG,583,22.00666,113.376297,31.742041,118.862,0.331775701,0.537383178,0.000126023,2016
DYG,XIY,582,29.101431,110.447943,34.438157,108.764819,0.214953271,1.088785047,0.000415539,2016
HRB,CTU,582,45.623402,126.250298,30.57852,103.946999,0.757009346,0.990654206,0.00183639,2016
CTU,HRB,581,30.57852,103.946999,45.623402,126.250298,0.990654206,0.757009346,0.001836465,2016
TNA,HET,581,36.857208,117.215897,40.853503,111.826381,0.509345794,0.53271028,0.000199547,2016
HET,AXF,580,40.853503,111.826381,38.833507,105.668991,0.53271028,0.037383178,0.004800003,2016
ZUH,XIY,580,22.00666,113.376297,34.438157,108.764819,0.331775701,1.088785047,0.000462114,2016
NKG,ZUH,579,31.742041,118.862,22.00666,113.376297,0.537383178,0.331775701,0.000120653,2016
XIY,ZUH,578,34.438157,108.764819,22.00666,113.376297,1.088785047,0.331775701,0.000448145,2016
XNN,PVG,578,36.525322,102.037537,31.14337,121.805199,0.359813084,0.985981308,0.000743865,2016
HET,TNA,577,40.853503,111.826381,36.857208,117.215897,0.53271028,0.509345794,0.000196647,2016
PVG,XNN,576,31.14337,121.805199,36.525322,102.037537,0.985981308,0.359813084,0.000773626,2016
PEK,LZH,574,40.084152,116.592735,24.204142,109.398889,1.242990654,0.214953271,0.00053316,2016
LZH,PEK,573,24.204142,109.398889,40.084152,116.592735,0.214953271,1.242990654,0.000532823,2016
BAV,CGO,566,40.55999,109.996902,34.519669,113.840797,0.242990654,0.700934579,0.00015828,2016
CGO,BAV,566,34.519669,113.840797,40.55999,109.996902,0.700934579,0.242990654,0.000160711,2016
URC,HGH,564,43.907101,87.474243,30.2295,120.434402,0.448598131,0.85046729,0.001664319,2016
YNT,XIY,561,37.657223,120.987221,34.438157,108.764819,0.378504673,1.088785047,0.000460364,2016
LXA,PEK,560,29.29777,90.911942,40.084152,116.592735,0.224299065,1.242990654,0.0016082,2016
XIY,YNT,560,34.438157,108.764819,37.657223,120.987221,1.088785047,0.378504673,0.000461472,2016
CIH,TYN,558,36.247454,113.131759,37.746891,112.628403,0.168224299,0.53271028,0.000157855,2016
KHN,TNA,558,28.865,115.900002,36.857208,117.215897,0.443925234,0.509345794,9.27E-05,2016
TYN,CIH,558,37.746891,112.628403,36.247454,113.131759,0.53271028,0.168224299,0.000155353,2016
DLC,MDG,557,38.96566,121.538597,44.52,129.559998,0.64953271,0.074766355,0.000475948,2016
HGH,URC,557,30.2295,120.434402,43.907101,87.474243,0.85046729,0.448598131,0.001647217,2016
TNA,KHN,556,36.857208,117.215897,28.865,115.900002,0.509345794,0.443925234,9.18E-05,2016
HYN,PEK,555,28.559344,121.430963,40.084152,116.592735,0.08411215,1.242990654,0.000941535,2016
PVG,FUO,555,31.14337,121.805199,23.080913,113.075983,0.985981308,0.079439252,0.001198264,2016
MDG,DLC,554,44.52,129.559998,38.96566,121.538597,0.074766355,0.64953271,0.000463903,2016
PEK,HYN,554,40.084152,116.592735,28.559344,121.430963,1.242990654,0.08411215,0.000941858,2016
CSX,JHG,553,28.196667,113.220833,21.972467,100.76475,0.724299065,0.121495327,0.000393768,2016
JHG,CSX,553,21.972467,100.76475,28.196667,113.220833,0.121495327,0.724299065,0.000410301,2016
CKG,LZH,552,29.71921,106.641602,24.204142,109.398889,0.995327103,0.214953271,0.000323232,2016
FUO,PVG,552,23.080913,113.075983,31.14337,121.805199,0.079439252,0.985981308,0.001337071,2016
LZH,CKG,552,24.204142,109.398889,29.71921,106.641602,0.214953271,0.995327103,0.00032297,2016
ZAT,KMG,552,27.323463,103.757591,25.101944,102.929169,0.056074766,1.037383178,0.000761611,2016
DQA,TAO,551,46.748684,125.139725,36.266102,120.374397,0.098130841,0.598130841,0.000352466,2016
PEK,LXA,550,40.084152,116.592735,29.29777,90.911942,1.242990654,0.224299065,0.001610934,2016
CAN,ZYI,549,23.392429,113.298698,27.807451,107.250743,1.060747664,0.224299065,0.000278783,2016
KWE,HFE,549,26.538521,106.800697,31.986345,116.970474,0.61682243,0.387850467,0.000116011,2016
ZYI,SZX,549,27.807451,107.250743,22.63925,113.8106,0.224299065,0.962616822,0.000257344,2016
TAO,DQA,548,36.266102,120.374397,46.748684,125.139725,0.598130841,0.098130841,0.000374859,2016
HFE,KWE,546,31.986345,116.970474,26.538521,106.800697,0.387850467,0.61682243,0.000116579,2016
SZX,ZYI,546,22.63925,113.8106,27.807451,107.250743,0.962616822,0.224299065,0.000258542,2016
YNT,CAN,546,37.657223,120.987221,23.392429,113.298698,0.378504673,1.060747664,0.000282549,2016
ZYI,CAN,545,27.807451,107.250743,23.392429,113.298698,0.224299065,1.060747664,0.000276809,2016
HLD,TSN,543,49.209334,119.830223,39.124352,117.3461,0.252336449,0.836448598,0.000319475,2016
CAN,YNT,542,23.392429,113.298698,37.657223,120.987221,1.060747664,0.378504673,0.00028928,2016
CSX,TEN,542,28.196667,113.220833,27.882209,109.3144,0.724299065,0.205607477,0.000177024,2016
SYX,WUX,542,18.302891,109.412201,31.492889,120.424377,0.53271028,0.299065421,0.000104597,2016
TEN,CSX,542,27.882209,109.3144,28.196667,113.220833,0.205607477,0.724299065,0.000180343,2016
WUX,SYX,542,31.492889,120.424377,18.302891,109.412201,0.299065421,0.53271028,0.000110167,2016
KWL,TSN,541,25.2181,110.039101,39.124352,117.3461,0.490654206,0.836448598,0.000239266,2016
SHE,KHN,541,41.639839,123.483398,28.865,115.900002,0.61682243,0.443925234,0.000101811,2016
TSN,HLD,541,39.124352,117.3461,49.209334,119.830223,0.836448598,0.252336449,0.000317077,2016
XNN,LXA,541,36.525322,102.037537,29.29777,90.911942,0.359813084,0.224299065,0.000393681,2016
KHN,SHE,540,28.865,115.900002,41.639839,123.483398,0.443925234,0.61682243,0.000106073,2016
LXA,XNN,538,29.29777,90.911942,36.525322,102.037537,0.224299065,0.359813084,0.000399443,2016
TSN,KWL,538,39.124352,117.3461,25.2181,110.039101,0.836448598,0.490654206,0.000232971,2016
KJI,URC,535,48.222971,87.000724,43.907101,87.474243,0.014018692,0.448598131,0.004651163,2016
CIF,PEK,534,42.159704,118.846745,40.084152,116.592735,0.140186916,1.242990654,0.000911398,2016
PEK,CIF,533,40.084152,116.592735,42.159704,118.846745,1.242990654,0.140186916,0.000919058,2016
NNG,KWL,532,22.608259,108.172401,25.2181,110.039101,0.53271028,0.490654206,9.46E-05,2016
ZUH,NNG,530,22.00666,113.376297,22.608259,108.172401,0.331775701,0.53271028,8.37E-05,2016
MIG,NKG,526,31.428986,104.743592,31.742041,118.862,0.285046729,0.537383178,8.51E-05,2016
NAY,XMN,526,40.084152,116.592735,24.544029,118.127701,0.485981308,0.672897196,0.000234089,2016
NNG,ZUH,526,22.608259,108.172401,22.00666,113.376297,0.53271028,0.331775701,7.99E-05,2016
WEH,DLC,526,37.185852,122.234969,38.96566,121.538597,0.14953271,0.64953271,0.000232812,2016
XMN,NAY,523,24.544029,118.127701,40.084152,116.592735,0.672897196,0.485981308,0.000235661,2016
NKG,MIG,522,31.742041,118.862,31.428986,104.743592,0.537383178,0.285046729,8.69E-05,2016
KWL,NNG,521,25.2181,110.039101,22.608259,108.172401,0.490654206,0.53271028,9.74E-05,2016
CAN,YTY,518,23.392429,113.298698,32.563057,119.718887,1.060747664,0.196261682,0.00028121,2016
YTY,CAN,518,32.563057,119.718887,23.392429,113.298698,0.196261682,1.060747664,0.0002787,2016
DLC,WEH,517,38.96566,121.538597,37.185852,122.234969,0.64953271,0.14953271,0.000237648,2016
MIG,HGH,517,31.428986,104.743592,30.2295,120.434402,0.285046729,0.85046729,0.000181711,2016
HGH,MIG,516,30.2295,120.434402,31.428986,104.743592,0.85046729,0.285046729,0.000191275,2016
HRB,HET,516,45.623402,126.250298,40.853503,111.826381,0.757009346,0.53271028,0.000589138,2016
HET,HRB,515,40.853503,111.826381,45.623402,126.250298,0.53271028,0.757009346,0.000584133,2016
YIH,SHA,515,30.556473,111.479942,31.196099,121.339766,0.224299065,0.719626168,0.000175251,2016
DYG,PEK,513,29.101431,110.447943,40.084152,116.592735,0.214953271,1.242990654,0.000444859,2016
PEK,DYG,513,40.084152,116.592735,29.101431,110.447943,1.242990654,0.214953271,0.00044803,2016
NNG,TYN,512,22.608259,108.172401,37.746891,112.628403,0.53271028,0.53271028,0.000101421,2016
TYN,NNG,512,37.746891,112.628403,22.608259,108.172401,0.53271028,0.53271028,9.89E-05,2016
NKG,HET,511,31.742041,118.862,40.853503,111.826381,0.537383178,0.53271028,0.000181488,2016
TYN,FOC,511,37.746891,112.628403,25.935061,119.6632,0.53271028,0.509345794,9.61E-05,2016
GOQ,XIY,510,36.401596,94.788436,34.438157,108.764819,0.018691589,1.088785047,0.003319224,2016
HET,NKG,510,40.853503,111.826381,31.742041,118.862,0.53271028,0.537383178,0.000182797,2016
KMG,XUZ,510,25.101944,102.929169,34.052925,117.554077,1.037383178,0.186915888,0.000463816,2016
TSN,NGB,510,39.124352,117.3461,29.826679,121.461899,0.836448598,0.378504673,0.00016966,2016
XIY,GOQ,510,34.438157,108.764819,36.401596,94.788436,1.088785047,0.018691589,0.003330076,2016
XUZ,KMG,510,34.052925,117.554077,25.101944,102.929169,0.186915888,1.037383178,0.000452538,2016
FOC,KWL,509,25.935061,119.6632,25.2181,110.039101,0.509345794,0.490654206,0.000109152,2016
FOC,ZUH,509,25.935061,119.6632,22.00666,113.376297,0.509345794,0.331775701,0.000103661,2016
KMG,WNH,509,25.101944,102.929169,23.556375,104.328079,1.037383178,0.018691589,0.002349263,2016
KWL,FOC,509,25.2181,110.039101,25.935061,119.6632,0.490654206,0.509345794,0.00011126,2016
TNA,NNG,509,36.857208,117.215897,22.608259,108.172401,0.509345794,0.53271028,0.000101866,2016
TNA,WUH,509,36.857208,117.215897,30.783751,114.208099,0.509345794,0.654205607,0.00016142,2016
ZUH,FOC,509,22.00666,113.376297,25.935061,119.6632,0.331775701,0.509345794,0.000106909,2016
SZX,XFN,508,22.63925,113.8106,32.150551,112.290802,0.962616822,0.168224299,0.000253607,2016
WNH,KMG,508,23.556375,104.328079,25.101944,102.929169,0.018691589,1.037383178,0.002360127,2016
XFN,SZX,508,32.150551,112.290802,22.63925,113.8106,0.168224299,0.962616822,0.000253622,2016
TYN,KWE,507,37.746891,112.628403,26.538521,106.800697,0.53271028,0.61682243,9.67E-05,2016
CGQ,WUX,506,43.996208,125.685303,31.492889,120.424377,0.429906542,0.299065421,8.06E-05,2016
NGB,TSN,506,29.826679,121.461899,39.124352,117.3461,0.378504673,0.836448598,0.000172719,2016
NNG,TNA,506,22.608259,108.172401,36.857208,117.215897,0.53271028,0.509345794,0.000100879,2016
WUH,TNA,505,30.783751,114.208099,36.857208,117.215897,0.654205607,0.509345794,0.000160215,2016
KWE,TYN,503,26.538521,106.800697,37.746891,112.628403,0.61682243,0.53271028,9.90E-05,2016
LJG,SJW,503,26.683332,100.25,38.274376,114.694427,0.299065421,0.495327103,0.000134765,2016
NAY,XIL,503,40.084152,116.592735,43.913873,115.966246,0.485981308,0.065420561,0.000475897,2016
SJW,LJG,503,38.274376,114.694427,26.683332,100.25,0.495327103,0.299065421,0.000123914,2016
WUX,CGQ,503,31.492889,120.424377,43.996208,125.685303,0.299065421,0.429906542,8.81E-05,2016
FOC,TYN,502,25.935061,119.6632,37.746891,112.628403,0.509345794,0.53271028,0.000100467,2016
XIL,NAY,502,43.913873,115.966246,40.084152,116.592735,0.065420561,0.485981308,0.000468002,2016
URC,MIG,500,43.907101,87.474243,31.428986,104.743592,0.448598131,0.285046729,0.000393099,2016
MIG,URC,497,31.428986,104.743592,43.907101,87.474243,0.285046729,0.448598131,0.000375994,2016
NAO,CAN,497,30.793442,106.168002,23.392429,113.298698,0.130841121,1.060747664,0.00037045,2016
HRB,WEH,496,45.623402,126.250298,37.185852,122.234969,0.757009346,0.14953271,0.000383899,2016
WEH,HRB,496,37.185852,122.234969,45.623402,126.250298,0.14953271,0.757009346,0.000372489,2016
PVG,XFN,494,31.14337,121.805199,32.150551,112.290802,0.985981308,0.168224299,0.000312019,2016
DLC,YTY,493,38.96566,121.538597,32.563057,119.718887,0.64953271,0.196261682,0.000169539,2016
JJN,NKG,493,24.794776,118.593069,31.742041,118.862,0.26635514,0.537383178,0.000130973,2016
CAN,NAO,492,23.392429,113.298698,30.793442,106.168002,1.060747664,0.130841121,0.000374351,2016
XFN,PVG,492,32.150551,112.290802,31.14337,121.805199,0.168224299,0.985981308,0.000312706,2016
NKG,JJN,491,31.742041,118.862,24.794776,118.593069,0.537383178,0.26635514,0.000132962,2016
YNT,CSX,491,37.657223,120.987221,28.196667,113.220833,0.378504673,0.724299065,0.000169318,2016
YTY,DLC,491,32.563057,119.718887,38.96566,121.538597,0.196261682,0.64953271,0.000166507,2016
CSX,YNT,490,28.196667,113.220833,37.657223,120.987221,0.724299065,0.378504673,0.000171276,2016
HFE,HAK,490,31.986345,116.970474,19.934851,110.4589,0.387850467,0.841121495,0.000173878,2016
WDS,WUH,489,32.591667,110.907776,30.783751,114.208099,0.121495327,0.654205607,0.000217807,2016
HGH,XNN,484,30.2295,120.434402,36.525322,102.037537,0.85046729,0.359813084,0.00059176,2016
MDG,TAO,484,44.52,129.559998,36.266102,120.374397,0.074766355,0.598130841,0.000487645,2016
WUH,WDS,484,30.783751,114.208099,32.591667,110.907776,0.654205607,0.121495327,0.00021851,2016
PEK,YTY,482,40.084152,116.592735,32.563057,119.718887,1.242990654,0.196261682,0.000417793,2016
XNN,HGH,482,36.525322,102.037537,30.2295,120.434402,0.359813084,0.85046729,0.000581255,2016
YTY,PEK,482,32.563057,119.718887,40.084152,116.592735,0.196261682,1.242990654,0.000417977,2016
CAN,XUZ,481,23.392429,113.298698,34.052925,117.554077,1.060747664,0.186915888,0.000381028,2016
HAK,HFE,481,19.934851,110.4589,31.986345,116.970474,0.841121495,0.387850467,0.000174933,2016
TAO,MDG,481,36.266102,120.374397,44.52,129.559998,0.598130841,0.074766355,0.00046262,2016
CGQ,TYN,480,43.996208,125.685303,37.746891,112.628403,0.429906542,0.53271028,7.67E-05,2016
TYN,CGQ,480,37.746891,112.628403,43.996208,125.685303,0.53271028,0.429906542,7.86E-05,2016
SYX,HRB,477,18.302891,109.412201,45.623402,126.250298,0.53271028,0.757009346,0.000380756,2016
HRB,SYX,476,45.623402,126.250298,18.302891,109.412201,0.757009346,0.53271028,0.000375814,2016
YIH,KMG,476,30.556473,111.479942,25.101944,102.929169,0.224299065,1.037383178,0.000347698,2016
KMG,YIH,474,25.101944,102.929169,30.556473,111.479942,1.037383178,0.224299065,0.000346576,2016
XUZ,CAN,473,34.052925,117.554077,23.392429,113.298698,0.186915888,1.060747664,0.000376656,2016
CZX,XIY,471,31.91972,119.778603,34.438157,108.764819,0.182242991,1.088785047,0.000527791,2016
XIY,CZX,470,34.438157,108.764819,31.91972,119.778603,1.088785047,0.182242991,0.000521191,2016
BFJ,KMG,469,27.300278,105.301392,25.101944,102.929169,0.177570093,1.037383178,0.000384934,2016
KMG,BFJ,466,25.101944,102.929169,27.300278,105.301392,1.037383178,0.177570093,0.000383651,2016
SZX,XNN,466,22.63925,113.8106,36.525322,102.037537,0.962616822,0.359813084,0.000775102,2016
JJN,KMG,465,24.794776,118.593069,25.101944,102.929169,0.26635514,1.037383178,0.000335018,2016
KMG,JJN,464,25.101944,102.929169,24.794776,118.593069,1.037383178,0.26635514,0.000338782,2016
XIY,HZG,463,34.438157,108.764819,33.131684,107.207614,1.088785047,0.065420561,0.000894685,2016
DOY,PEK,462,37.503772,118.79283,40.084152,116.592735,0.08411215,1.242990654,0.000816305,2016
PEK,DOY,462,40.084152,116.592735,37.503772,118.79283,1.242990654,0.08411215,0.000818402,2016
CSX,KWE,460,28.196667,113.220833,26.538521,106.800697,0.724299065,0.61682243,9.91E-05,2016
GYU,INC,460,36.078195,106.222016,38.322769,106.393303,0.037383178,0.429906542,0.000533438,2016
SHE,BAV,459,41.639839,123.483398,40.55999,109.996902,0.61682243,0.242990654,0.000123173,2016
XNN,SZX,459,36.525322,102.037537,22.63925,113.8106,0.359813084,0.962616822,0.000760308,2016
INC,GYU,458,38.322769,106.393303,36.078195,106.222016,0.429906542,0.037383178,0.000538145,2016
BAV,SHE,457,40.55999,109.996902,41.639839,123.483398,0.242990654,0.61682243,0.000125596,2016
KWE,CSX,457,26.538521,106.800697,28.196667,113.220833,0.61682243,0.724299065,0.000100835,2016
PVG,YCU,457,31.14337,121.805199,35.116669,111.039719,0.985981308,0.172897196,0.000311812,2016
YCU,PVG,455,35.116669,111.039719,31.14337,121.805199,0.172897196,0.985981308,0.000302809,2016
ZYI,PEK,453,27.807451,107.250743,40.084152,116.592735,0.224299065,1.242990654,0.000495013,2016
NAY,SYX,452,40.084152,116.592735,18.302891,109.412201,0.485981308,0.53271028,0.000258089,2016
URC,KJI,452,43.907101,87.474243,48.222971,87.000724,0.448598131,0.014018692,0.004419593,2016
BHY,CKG,448,21.53944,109.2938,29.71921,106.641602,0.214953271,0.995327103,0.000323648,2016
CKG,BHY,448,29.71921,106.641602,21.53944,109.2938,0.995327103,0.214953271,0.000325329,2016
SYX,HFE,447,18.302891,109.412201,31.986345,116.970474,0.53271028,0.387850467,8.87E-05,2016
HFE,SYX,446,31.986345,116.970474,18.302891,109.412201,0.387850467,0.53271028,8.89E-05,2016
PEK,ZYI,446,40.084152,116.592735,27.807451,107.250743,1.242990654,0.224299065,0.000499553,2016
KMG,YBP,444,25.101944,102.929169,28.797781,104.550293,1.037383178,0.14953271,0.000455249,2016
KWE,LPF,444,26.538521,106.800697,26.602572,104.972842,0.61682243,0.121495327,0.000175646,2016
SYX,NAY,444,18.302891,109.412201,40.084152,116.592735,0.53271028,0.485981308,0.000249371,2016
YBP,KMG,443,28.797781,104.550293,25.101944,102.929169,0.14953271,1.037383178,0.000454763,2016
NDG,PEK,437,47.24241,123.924645,40.084152,116.592735,0.065420561,1.242990654,0.001328416,2016
PEK,NDG,437,40.084152,116.592735,47.24241,123.924645,1.242990654,0.065420561,0.001348482,2016
TSN,KHN,435,39.124352,117.3461,28.865,115.900002,0.836448598,0.443925234,0.000165068,2016
CGO,SWA,434,34.519669,113.840797,23.5525,116.505836,0.700934579,0.271028037,0.000200671,2016
TSN,ZUH,434,39.124352,117.3461,22.00666,113.376297,0.836448598,0.331775701,0.000232749,2016
WXN,SZX,434,30.799679,108.426949,22.63925,113.8106,0.130841121,0.962616822,0.000311691,2016
DSN,PEK,433,39.495789,109.867412,40.084152,116.592735,0.242990654,1.242990654,0.000438773,2016
KHN,TSN,433,28.865,115.900002,39.124352,117.3461,0.443925234,0.836448598,0.000171173,2016
NAY,TGO,433,40.084152,116.592735,43.55666,122.199699,0.485981308,0.112149533,0.000300959,2016
ZUH,TSN,433,22.00666,113.376297,39.124352,117.3461,0.331775701,0.836448598,0.000242844,2016
SWA,CGO,432,23.5525,116.505836,34.519669,113.840797,0.271028037,0.700934579,0.000189677,2016
PEK,DSN,431,40.084152,116.592735,39.495789,109.867412,1.242990654,0.242990654,0.000436938,2016
SZX,WXN,431,22.63925,113.8106,30.799679,108.426949,0.962616822,0.130841121,0.00031172,2016
TGO,NAY,431,43.55666,122.199699,40.084152,116.592735,0.112149533,0.485981308,0.000295578,2016
SJW,CSX,430,38.274376,114.694427,28.196667,113.220833,0.495327103,0.724299065,0.000109674,2016
CZX,DLC,428,31.91972,119.778603,38.96566,121.538597,0.182242991,0.64953271,0.000203299,2016
DLC,CZX,428,38.96566,121.538597,31.91972,119.778603,0.64953271,0.182242991,0.000203329,2016
CSX,SJW,427,28.196667,113.220833,38.274376,114.694427,0.724299065,0.495327103,0.000119186,2016
LPF,KWE,427,26.602572,104.972842,26.538521,106.800697,0.121495327,0.61682243,0.000175919,2016
NZH,PEK,423,49.569633,117.337784,40.084152,116.592735,0.158878505,1.242990654,0.000979794,2016
PEK,NZH,422,40.084152,116.592735,49.569633,117.337784,1.242990654,0.158878505,0.000985491,2016
HZG,XIY,421,33.131684,107.207614,34.438157,108.764819,0.065420561,1.088785047,0.00090283,2016
KMG,ZYI,420,25.101944,102.929169,27.807451,107.250743,1.037383178,0.224299065,0.000359155,2016
YTY,XMN,420,32.563057,119.718887,24.544029,118.127701,0.196261682,0.672897196,0.000133746,2016
TYN,KHN,419,37.746891,112.628403,28.865,115.900002,0.53271028,0.443925234,6.68E-05,2016
XMN,YTY,419,24.544029,118.127701,32.563057,119.718887,0.672897196,0.196261682,0.000134296,2016
ZYI,KMG,419,27.807451,107.250743,25.101944,102.929169,0.224299065,1.037383178,0.000359763,2016
CGQ,SJW,418,43.996208,125.685303,38.274376,114.694427,0.429906542,0.495327103,8.00E-05,2016
LHW,YZY,418,36.51524,103.620697,38.805064,100.671783,0.514018692,0.056074766,0.00055179,2016
SJW,CGQ,418,38.274376,114.694427,43.996208,125.685303,0.495327103,0.429906542,7.70E-05,2016
YZY,LHW,418,38.805064,100.671783,36.51524,103.620697,0.056074766,0.514018692,0.000555824,2016
KHN,TYN,417,28.865,115.900002,37.746891,112.628403,0.443925234,0.53271028,7.18E-05,2016
CTU,JHG,415,30.57852,103.946999,21.972467,100.76475,0.990654206,0.121495327,0.000660047,2016
JHG,CTU,415,21.972467,100.76475,30.57852,103.946999,0.121495327,0.990654206,0.000678082,2016
MIG,HAK,414,31.428986,104.743592,19.934851,110.4589,0.285046729,0.841121495,0.000207783,2016
SJW,HAK,414,38.274376,114.694427,19.934851,110.4589,0.495327103,0.841121495,0.000197475,2016
