departure,arrival,year,string,bi-direction,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,flights_in,airline_centrality_in,flights_out,airline_centrality_out
CKG,RLK,2018,CKGRLK2018,2,29.71921,106.641602,40.927157,107.744545,0.696551724,0.04137931,38,0.000216892,38,0.00034168
CKG,SHA,2015,CKGSHA2015,2,29.71921,106.641602,31.196099,121.339766,0.985221675,0.748768473,3758,0.000407157,3673,0.000415324
CKG,SHA,2016,CKGSHA2016,2,29.71921,106.641602,31.196099,121.339766,0.995327103,0.719626168,3696,0.000384697,3782,0.000375006
CKG,SHA,2017,CKGSHA2017,2,29.71921,106.641602,31.196099,121.339766,1.039823009,0.668141593,4343,0.000227853,4466,0.000229041
CKG,SHA,2018,CKGSHA2018,2,29.71921,106.641602,31.196099,121.339766,0.696551724,0.35862069,5387,0.0000839,5130,0.0000852
CKG,SHE,2015,CKGSHE2015,2,29.71921,106.641602,41.639839,123.483398,0.985221675,0.561576355,524,0.000468749,521,0.000454637
CKG,SHE,2016,CKGSHE2016,2,29.71921,106.641602,41.639839,123.483398,0.995327103,0.61682243,878,0.000422539,882,0.000414263
CKG,SHE,2017,CKGSHE2017,2,29.71921,106.641602,41.639839,123.483398,1.039823009,0.712389381,676,0.00044199,681,0.00043852
CKG,SHE,2018,CKGSHE2018,2,29.71921,106.641602,41.639839,123.483398,0.696551724,0.445977011,718,0.000172081,713,0.000160933
CKG,SJW,2015,CKGSJW2015,2,29.71921,106.641602,38.274376,114.694427,0.985221675,0.477832512,1377,0.000405908,1379,0.00032312
CKG,SJW,2016,CKGSJW2016,2,29.71921,106.641602,38.274376,114.694427,0.995327103,0.495327103,1656,0.000292561,1667,0.000257492
CKG,SJW,2017,CKGSJW2017,2,29.71921,106.641602,38.274376,114.694427,1.039823009,0.592920354,1478,0.000286223,1483,0.000280043
CKG,SJW,2018,CKGSJW2018,2,29.71921,106.641602,38.274376,114.694427,0.696551724,0.337931034,1522,0.0000869,1522,0.000106254
CKG,SQJ,2018,CKGSQJ2018,2,29.71921,106.641602,26.422368,117.840008,0.696551724,0.027586207,30,0.000346744,30,0.000467654
CKG,SWA,2015,CKGSWA2015,2,29.71921,106.641602,23.5525,116.505836,0.985221675,0.266009852,478,0.00037018,475,0.000357335
CKG,SWA,2016,CKGSWA2016,2,29.71921,106.641602,23.5525,116.505836,0.995327103,0.271028037,888,0.000365404,886,0.000352132
CKG,SWA,2017,CKGSWA2017,2,29.71921,106.641602,23.5525,116.505836,1.039823009,0.336283186,831,0.000260938,832,0.000257287
CKG,SWA,2018,CKGSWA2018,2,29.71921,106.641602,23.5525,116.505836,0.696551724,0.245977011,873,0.0000782,876,0.0000939
CKG,SYM,2017,CKGSYM2017,2,29.71921,106.641602,22.79102,100.96042,1.039823009,0.053097345,99,0.000971996,98,0.000987102
CKG,SYM,2018,CKGSYM2018,2,29.71921,106.641602,22.79102,100.96042,0.696551724,0.022988506,192,0.0003446,190,0.000576716
CKG,SYX,2015,CKGSYX2015,2,29.71921,106.641602,18.302891,109.412201,0.985221675,0.532019704,3745,0.000315073,3708,0.000319115
CKG,SYX,2016,CKGSYX2016,2,29.71921,106.641602,18.302891,109.412201,0.995327103,0.53271028,3632,0.000247649,3610,0.000240088
CKG,SYX,2017,CKGSYX2017,2,29.71921,106.641602,18.302891,109.412201,1.039823009,0.526548673,3319,0.000199645,3307,0.000198579
CKG,SYX,2018,CKGSYX2018,2,29.71921,106.641602,18.302891,109.412201,0.696551724,0.335632184,3060,0.000220358,3049,0.0000785
CKG,SZX,2015,CKGSZX2015,2,29.71921,106.641602,22.63925,113.8106,0.985221675,0.980295567,7010,0.000570404,7034,0.000570636
CKG,SZX,2016,CKGSZX2016,2,29.71921,106.641602,22.63925,113.8106,0.995327103,0.962616822,7330,0.000406397,7359,0.000403724
CKG,SZX,2017,CKGSZX2017,2,29.71921,106.641602,22.63925,113.8106,1.039823009,0.955752212,7601,0.000291001,7575,0.000284272
CKG,SZX,2018,CKGSZX2018,2,29.71921,106.641602,22.63925,113.8106,0.696551724,0.63908046,8708,0.000276225,8703,0.0000663
CKG,TAO,2015,CKGTAO2015,2,29.71921,106.641602,36.266102,120.374397,0.985221675,0.60591133,1763,0.000582351,1756,0.000535597
CKG,TAO,2016,CKGTAO2016,2,29.71921,106.641602,36.266102,120.374397,0.995327103,0.598130841,2118,0.000430279,2121,0.00041798
CKG,TAO,2017,CKGTAO2017,2,29.71921,106.641602,36.266102,120.374397,1.039823009,0.663716814,1989,0.000467541,1990,0.000455512
CKG,TAO,2018,CKGTAO2018,2,29.71921,106.641602,36.266102,120.374397,0.696551724,0.445977011,2078,0.00014235,2093,0.000137358
CKG,TCZ,2015,CKGTCZ2015,2,29.71921,106.641602,24.939379,98.482025,0.985221675,0.073891626,196,0.000834743,196,0.000679405
CKG,TCZ,2016,CKGTCZ2016,2,29.71921,106.641602,24.939379,98.482025,0.995327103,0.070093458,151,0.000596876,155,0.000583231
CKG,TCZ,2017,CKGTCZ2017,2,29.71921,106.641602,24.939379,98.482025,1.039823009,0.088495575,309,0.000469057,307,0.000472028
CKG,TCZ,2018,CKGTCZ2018,2,29.71921,106.641602,24.939379,98.482025,0.696551724,0.055172414,313,0.000132368,309,0.000193579
CKG,TEN,2016,CKGTEN2016,2,29.71921,106.641602,27.882209,109.3144,0.995327103,0.205607477,115,0.000315761,110,0.000312523
CKG,TEN,2017,CKGTEN2017,2,29.71921,106.641602,27.882209,109.3144,1.039823009,0.256637168,274,0.0002469,260,0.000245212
CKG,TEN,2018,CKGTEN2018,2,29.71921,106.641602,27.882209,109.3144,0.696551724,0.126436782,123,0.0000819,121,0.00010606
CKG,THQ,2016,CKGTHQ2016,2,29.71921,106.641602,34.558077,105.864711,0.995327103,0.028037383,222,0.001570775,241,0.001542447
CKG,THQ,2017,CKGTHQ2017,2,29.71921,106.641602,34.558077,105.864711,1.039823009,0.053097345,316,0.000894506,321,0.000888074
CKG,THQ,2018,CKGTHQ2018,2,29.71921,106.641602,34.558077,105.864711,0.696551724,0.022988506,330,0.000293057,331,0.000511232
CKG,TNA,2015,CKGTNA2015,2,29.71921,106.641602,36.857208,117.215897,0.985221675,0.42364532,2698,0.000321731,2701,0.000313162
CKG,TNA,2016,CKGTNA2016,2,29.71921,106.641602,36.857208,117.215897,0.995327103,0.509345794,3141,0.000367332,3149,0.00036609
CKG,TNA,2017,CKGTNA2017,2,29.71921,106.641602,36.857208,117.215897,1.039823009,0.637168142,3162,0.000321663,3203,0.000313472
CKG,TNA,2018,CKGTNA2018,2,29.71921,106.641602,36.857208,117.215897,0.696551724,0.390804598,2972,0.000115931,2969,0.000106252
CKG,TSN,2015,CKGTSN2015,2,29.71921,106.641602,39.124352,117.3461,0.985221675,0.733990148,2492,0.000591217,2488,0.000590453
CKG,TSN,2016,CKGTSN2016,2,29.71921,106.641602,39.124352,117.3461,0.995327103,0.836448598,2623,0.000504359,2625,0.000488783
CKG,TSN,2017,CKGTSN2017,2,29.71921,106.641602,39.124352,117.3461,1.039823009,0.933628319,2761,0.000571368,2770,0.000523712
CKG,TSN,2018,CKGTSN2018,2,29.71921,106.641602,39.124352,117.3461,0.696551724,0.572413793,2678,0.000284044,2688,0.000179903
CKG,TVS,2017,CKGTVS2017,2,29.71921,106.641602,39.720066,118.006926,1.039823009,0.168141593,16,0.000431308,16,0.000434777
CKG,TVS,2018,CKGTVS2018,2,29.71921,106.641602,39.720066,118.006926,0.696551724,0.087356322,152,0.000118026,153,0.000170443
CKG,TXN,2015,CKGTXN2015,2,29.71921,106.641602,29.730427,118.261088,0.985221675,0.187192118,190,0.00039978,191,0.000392552
CKG,TXN,2016,CKGTXN2016,2,29.71921,106.641602,29.730427,118.261088,0.995327103,0.205607477,191,0.000345118,193,0.000345254
CKG,TXN,2017,CKGTXN2017,2,29.71921,106.641602,29.730427,118.261088,1.039823009,0.185840708,205,0.000338769,206,0.000337068
CKG,TXN,2018,CKGTXN2018,2,29.71921,106.641602,29.730427,118.261088,0.696551724,0.096551724,317,0.000112413,319,0.000154681
CKG,TYN,2015,CKGTYN2015,2,29.71921,106.641602,37.746891,112.628403,0.985221675,0.517241379,1270,0.000262342,1272,0.000257778
CKG,TYN,2016,CKGTYN2016,2,29.71921,106.641602,37.746891,112.628403,0.995327103,0.53271028,1431,0.000304626,1436,0.00029648
CKG,TYN,2017,CKGTYN2017,2,29.71921,106.641602,37.746891,112.628403,1.039823009,0.553097345,1868,0.000264098,1864,0.000256561
CKG,TYN,2018,CKGTYN2018,2,29.71921,106.641602,37.746891,112.628403,0.696551724,0.328735632,2136,0.0000754,2136,0.0000832
CKG,UCB,2017,CKGUCB2017,2,29.71921,106.641602,41.127163,113.117591,1.039823009,0.132743363,143,0.000568773,146,0.000558052
CKG,UCB,2018,CKGUCB2018,2,29.71921,106.641602,41.127163,113.117591,0.696551724,0.064367816,122,0.000158295,119,0.000222815
CKG,URC,2015,CKGURC2015,2,29.71921,106.641602,43.907101,87.474243,0.985221675,0.472906404,2992,0.002654959,2985,0.002961405
CKG,URC,2016,CKGURC2016,2,29.71921,106.641602,43.907101,87.474243,0.995327103,0.448598131,3107,0.002500409,3108,0.002534531
CKG,URC,2017,CKGURC2017,2,29.71921,106.641602,43.907101,87.474243,1.039823009,0.486725664,3285,0.001999034,3285,0.001947923
CKG,URC,2018,CKGURC2018,2,29.71921,106.641602,43.907101,87.474243,0.696551724,0.337931034,3044,0.001049968,3044,0.00061968
CKG,UYN,2015,CKGUYN2015,2,29.71921,106.641602,38.358264,109.599254,0.985221675,0.157635468,183,0.000522513,180,0.000516273
CKG,UYN,2016,CKGUYN2016,2,29.71921,106.641602,38.358264,109.599254,0.995327103,0.14953271,268,0.000461224,268,0.000459347
CKG,UYN,2017,CKGUYN2017,2,29.71921,106.641602,38.358264,109.599254,1.039823009,0.150442478,134,0.000399045,138,0.000399998
CKG,UYN,2018,CKGUYN2018,2,29.71921,106.641602,38.358264,109.599254,0.696551724,0.098850575,117,0.000108521,118,0.000157033
CKG,WDS,2016,CKGWDS2016,2,29.71921,106.641602,32.591667,110.907776,0.995327103,0.121495327,95,0.000477131,90,0.000474384
CKG,WDS,2017,CKGWDS2017,2,29.71921,106.641602,32.591667,110.907776,1.039823009,0.168141593,362,0.000358078,356,0.000349937
CKG,WDS,2018,CKGWDS2018,2,29.71921,106.641602,32.591667,110.907776,0.696551724,0.144827586,359,0.0000787,359,0.000101535
CKG,WEH,2017,CKGWEH2017,1,29.71921,106.641602,37.185852,122.234969,1.039823009,0.154867257,5,0.000484625,0,0
CKG,WGN,2017,CKGWGN2017,2,29.71921,106.641602,26.801329,110.645745,1.039823009,0.053097345,38,0.000929017,38,0.000934539
CKG,WGN,2018,CKGWGN2018,2,29.71921,106.641602,26.801329,110.645745,0.696551724,0.045977011,346,0.000159118,342,0.000267035
CKG,WNH,2016,CKGWNH2016,2,29.71921,106.641602,23.556375,104.328079,0.995327103,0.018691589,58,0.0023019,63,0.002291036
CKG,WNH,2017,CKGWNH2017,2,29.71921,106.641602,23.556375,104.328079,1.039823009,0.026548673,138,0.001438253,135,0.001450152
CKG,WNH,2018,CKGWNH2018,2,29.71921,106.641602,23.556375,104.328079,0.696551724,0.018390805,152,0.000387614,151,0.000650184
CKG,WNZ,2015,CKGWNZ2015,2,29.71921,106.641602,27.91222,120.851898,0.985221675,0.369458128,1633,0.000259847,1617,0.000288393
CKG,WNZ,2016,CKGWNZ2016,2,29.71921,106.641602,27.91222,120.851898,0.995327103,0.439252336,1809,0.000276078,1804,0.000285786
CKG,WNZ,2017,CKGWNZ2017,2,29.71921,106.641602,27.91222,120.851898,1.039823009,0.455752212,1883,0.000211466,1868,0.000218436
CKG,WNZ,2018,CKGWNZ2018,2,29.71921,106.641602,27.91222,120.851898,0.696551724,0.324137931,1913,0.0000713,1913,0.0000865
CKG,WUH,2015,CKGWUH2015,2,29.71921,106.641602,30.783751,114.208099,0.985221675,0.566502463,1942,0.000287452,1927,0.000265992
CKG,WUH,2016,CKGWUH2016,2,29.71921,106.641602,30.783751,114.208099,0.995327103,0.654205607,2478,0.000500928,2475,0.000500138
CKG,WUH,2017,CKGWUH2017,2,29.71921,106.641602,30.783751,114.208099,1.039823009,0.654867257,2281,0.0004433,2279,0.000434893
CKG,WUH,2018,CKGWUH2018,2,29.71921,106.641602,30.783751,114.208099,0.696551724,0.425287356,2312,0.000174375,2326,0.000128133
CKG,WUT,2016,CKGWUT2016,2,29.71921,106.641602,38.599167,112.967781,0.995327103,0.08411215,148,0.000712875,144,0.000709391
CKG,WUT,2017,CKGWUT2017,2,29.71921,106.641602,38.599167,112.967781,1.039823009,0.132743363,188,0.000455331,189,0.000447676
CKG,WUT,2018,CKGWUT2018,2,29.71921,106.641602,38.599167,112.967781,0.696551724,0.110344828,70,0.0000991,69,0.00014344
CKG,WUX,2015,CKGWUX2015,2,29.71921,106.641602,31.492889,120.424377,0.985221675,0.246305419,1656,0.000402548,1659,0.000394188
CKG,WUX,2016,CKGWUX2016,2,29.71921,106.641602,31.492889,120.424377,0.995327103,0.299065421,1787,0.00035187,1784,0.000354831
CKG,WUX,2017,CKGWUX2017,2,29.71921,106.641602,31.492889,120.424377,1.039823009,0.300884956,1389,0.000274145,1387,0.000275744
CKG,WUX,2018,CKGWUX2018,2,29.71921,106.641602,31.492889,120.424377,0.696551724,0.186206897,1126,0.0000949,1126,0.00012443
CKG,WUZ,2015,CKGWUZ2015,2,29.71921,106.641602,23.454392,111.253453,0.985221675,0.049261084,103,0.002012699,103,0.001961837
CKG,WUZ,2016,CKGWUZ2016,2,29.71921,106.641602,23.454392,111.253453,0.995327103,0.046728972,38,0.00145896,42,0.001451219
CKG,WXN,2015,CKGWXN2015,2,29.71921,106.641602,30.799679,108.426949,0.985221675,0.128078818,180,0.000424299,164,0.000420586
CKG,WXN,2016,CKGWXN2016,2,29.71921,106.641602,30.799679,108.426949,0.995327103,0.130841121,48,0.000378439,41,0.000376363
CKG,WXN,2017,CKGWXN2017,2,29.71921,106.641602,30.799679,108.426949,1.039823009,0.132743363,6,0.00034481,3,0.000341113
CKG,XAI,2018,CKGXAI2018,2,29.71921,106.641602,32.539168,114.083454,0.696551724,0.045977011,62,0.000194641,62,0.000328364
CKG,XFN,2015,CKGXFN2015,2,29.71921,106.641602,32.150551,112.290802,0.985221675,0.128078818,216,0.000435906,217,0.000433148
CKG,XFN,2016,CKGXFN2016,2,29.71921,106.641602,32.150551,112.290802,0.995327103,0.168224299,188,0.000339208,190,0.000337378
CKG,XFN,2017,CKGXFN2017,2,29.71921,106.641602,32.150551,112.290802,1.039823009,0.216814159,195,0.000272667,197,0.000262386
CKG,XFN,2018,CKGXFN2018,2,29.71921,106.641602,32.150551,112.290802,0.696551724,0.142528736,294,0.000074,293,0.0000943
CKG,XIC,2015,CKGXIC2015,2,29.71921,106.641602,27.983669,102.186692,0.985221675,0.02955665,275,0.0017014,275,0.0016443
CKG,XIC,2016,CKGXIC2016,2,29.71921,106.641602,27.983669,102.186692,0.995327103,0.056074766,361,0.000768936,361,0.000765433
CKG,XIC,2017,CKGXIC2017,2,29.71921,106.641602,27.983669,102.186692,1.039823009,0.115044248,364,0.000486096,364,0.000486273
CKG,XIC,2018,CKGXIC2018,2,29.71921,106.641602,27.983669,102.186692,0.696551724,0.062068966,365,0.000136002,364,0.000193684
CKG,XIY,2015,CKGXIY2015,2,29.71921,106.641602,34.438157,108.764819,0.985221675,1.024630542,3579,0.000953566,3618,0.000877896
CKG,XIY,2016,CKGXIY2016,2,29.71921,106.641602,34.438157,108.764819,0.995327103,1.088785047,3480,0.000752947,3540,0.000724592
CKG,XIY,2017,CKGXIY2017,2,29.71921,106.641602,34.438157,108.764819,1.039823009,1.185840708,3944,0.00039234,4177,0.000384601
CKG,XIY,2018,CKGXIY2018,2,29.71921,106.641602,34.438157,108.764819,0.696551724,0.770114943,3306,0.000101902,3294,0.000089
CKG,XMN,2015,CKGXMN2015,2,29.71921,106.641602,24.544029,118.127701,0.985221675,0.719211823,2760,0.00042393,2765,0.000429663
CKG,XMN,2016,CKGXMN2016,2,29.71921,106.641602,24.544029,118.127701,0.995327103,0.672897196,3036,0.000349952,3036,0.000349895
CKG,XMN,2017,CKGXMN2017,2,29.71921,106.641602,24.544029,118.127701,1.039823009,0.703539823,2618,0.000268794,2613,0.000264135
CKG,XMN,2018,CKGXMN2018,2,29.71921,106.641602,24.544029,118.127701,0.696551724,0.436781609,3097,0.000108017,3086,0.0000791
CKG,XNN,2015,CKGXNN2015,2,29.71921,106.641602,36.525322,102.037537,0.985221675,0.36453202,833,0.000648596,832,0.000667184
CKG,XNN,2016,CKGXNN2016,2,29.71921,106.641602,36.525322,102.037537,0.995327103,0.359813084,828,0.000907069,834,0.000891637
CKG,XNN,2017,CKGXNN2017,2,29.71921,106.641602,36.525322,102.037537,1.039823009,0.415929204,788,0.000698738,788,0.000696184
CKG,XNN,2018,CKGXNN2018,2,29.71921,106.641602,36.525322,102.037537,0.696551724,0.257471264,772,0.000329731,771,0.0004238
CKG,XUZ,2015,CKGXUZ2015,2,29.71921,106.641602,34.052925,117.554077,0.985221675,0.167487685,365,0.000488811,364,0.000479086
CKG,XUZ,2016,CKGXUZ2016,2,29.71921,106.641602,34.052925,117.554077,0.995327103,0.186915888,365,0.000437592,365,0.000435522
CKG,XUZ,2017,CKGXUZ2017,2,29.71921,106.641602,34.052925,117.554077,1.039823009,0.221238938,363,0.000356819,364,0.000362242
CKG,XUZ,2018,CKGXUZ2018,2,29.71921,106.641602,34.052925,117.554077,0.696551724,0.156321839,446,0.000110972,446,0.000161488
CKG,YCU,2015,CKGYCU2015,2,29.71921,106.641602,35.116669,111.039719,0.985221675,0.197044335,130,0.000362451,130,0.000372661
CKG,YCU,2016,CKGYCU2016,2,29.71921,106.641602,35.116669,111.039719,0.995327103,0.172897196,63,0.000348521,63,0.000342779
CKG,YCU,2017,CKGYCU2017,2,29.71921,106.641602,35.116669,111.039719,1.039823009,0.230088496,266,0.000280624,266,0.000278269
CKG,YCU,2018,CKGYCU2018,2,29.71921,106.641602,35.116669,111.039719,0.696551724,0.135632184,356,0.0000896,356,0.000113272
CKG,YIC,2018,CKGYIC2018,2,29.71921,106.641602,27.797072,114.315487,0.696551724,0.064367816,27,0.000124305,27,0.000171804
CKG,YIH,2015,CKGYIH2015,2,29.71921,106.641602,30.556473,111.479942,0.985221675,0.206896552,78,0.000349587,77,0.000347037
CKG,YIW,2015,CKGYIW2015,2,29.71921,106.641602,29.344563,120.028809,0.985221675,0.167487685,94,0.000447928,95,0.000435709
CKG,YIW,2016,CKGYIW2016,2,29.71921,106.641602,29.344563,120.028809,0.995327103,0.168224299,253,0.000390437,253,0.000388013
CKG,YIW,2017,CKGYIW2017,2,29.71921,106.641602,29.344563,120.028809,1.039823009,0.128318584,227,0.000388861,228,0.00037578
CKG,YIW,2018,CKGYIW2018,2,29.71921,106.641602,29.344563,120.028809,0.696551724,0.087356322,180,0.000108623,180,0.000149455
CKG,YNT,2018,CKGYNT2018,2,29.71921,106.641602,37.657223,120.987221,0.696551724,0.273563218,345,0.000125511,346,0.000120273
CKG,YNZ,2015,CKGYNZ2015,2,29.71921,106.641602,33.385555,120.125275,0.985221675,0.18226601,150,0.000522175,150,0.000511974
CKG,YNZ,2016,CKGYNZ2016,2,29.71921,106.641602,33.385555,120.125275,0.995327103,0.186915888,349,0.000429461,349,0.000427847
CKG,YNZ,2017,CKGYNZ2017,2,29.71921,106.641602,33.385555,120.125275,1.039823009,0.238938053,364,0.000263345,364,0.00026178
CKG,YNZ,2018,CKGYNZ2018,2,29.71921,106.641602,33.385555,120.125275,0.696551724,0.147126437,328,0.0000813,327,0.000109332
CKG,YTY,2015,CKGYTY2015,2,29.71921,106.641602,32.563057,119.718887,0.985221675,0.157635468,342,0.00045296,342,0.000442145
CKG,YTY,2016,CKGYTY2016,2,29.71921,106.641602,32.563057,119.718887,0.995327103,0.196261682,279,0.000314809,277,0.000313004
CKG,YTY,2017,CKGYTY2017,2,29.71921,106.641602,32.563057,119.718887,1.039823009,0.234513274,57,0.000271706,56,0.00027927
CKG,YTY,2018,CKGYTY2018,2,29.71921,106.641602,32.563057,119.718887,0.696551724,0.137931034,417,0.0000876,416,0.000122797
CKG,ZAT,2015,CKGZAT2015,2,29.71921,106.641602,27.323463,103.757591,0.985221675,0.049261084,320,0.000929924,322,0.000917189
CKG,ZAT,2016,CKGZAT2016,2,29.71921,106.641602,27.323463,103.757591,0.995327103,0.056074766,250,0.000739266,277,0.000735828
CKG,ZAT,2017,CKGZAT2017,2,29.71921,106.641602,27.323463,103.757591,1.039823009,0.053097345,289,0.000735632,321,0.000743416
CKG,ZAT,2018,CKGZAT2018,2,29.71921,106.641602,27.323463,103.757591,0.696551724,0.045977011,345,0.000152842,353,0.00022546
CKG,ZHA,2015,CKGZHA2015,2,29.71921,106.641602,21.214439,110.358299,0.985221675,0.177339901,409,0.000429648,408,0.000435676
CKG,ZHA,2016,CKGZHA2016,2,29.71921,106.641602,21.214439,110.358299,0.995327103,0.23364486,344,0.000317581,342,0.000320234
CKG,ZHA,2017,CKGZHA2017,2,29.71921,106.641602,21.214439,110.358299,1.039823009,0.221238938,486,0.000293655,484,0.000294765
CKG,ZHA,2018,CKGZHA2018,2,29.71921,106.641602,21.214439,110.358299,0.696551724,0.154022989,631,0.0000874,632,0.000110815
CKG,ZHY,2017,CKGZHY2017,2,29.71921,106.641602,37.573264,105.158118,1.039823009,0.053097345,59,0.000940869,58,0.000942571
CKG,ZHY,2018,CKGZHY2018,2,29.71921,106.641602,37.573264,105.158118,0.696551724,0.022988506,152,0.000295645,153,0.000450005
CKG,ZQZ,2017,CKGZQZ2017,2,29.71921,106.641602,40.74646,114.955452,1.039823009,0.123893805,157,0.000466381,154,0.000467351
CKG,ZQZ,2018,CKGZQZ2018,2,29.71921,106.641602,40.74646,114.955452,0.696551724,0.045977011,55,0.000199464,57,0.000298925
CKG,ZUH,2015,CKGZUH2015,2,29.71921,106.641602,22.00666,113.376297,0.985221675,0.339901478,1079,0.000352928,1104,0.000335666
CKG,ZUH,2016,CKGZUH2016,2,29.71921,106.641602,22.00666,113.376297,0.995327103,0.331775701,1283,0.000307744,1283,0.000330309
CKG,ZUH,2017,CKGZUH2017,2,29.71921,106.641602,22.00666,113.376297,1.039823009,0.491150442,1611,0.000246129,1606,0.00024454
CKG,ZUH,2018,CKGZUH2018,2,29.71921,106.641602,22.00666,113.376297,0.696551724,0.289655172,1952,0.000066,1949,0.0000943
CSX,ACX,2016,CSXACX2016,2,28.196667,113.220833,25.082371,104.962212,0.724299065,0.130841121,27,0.000301677,27,0.000306916
CSX,ACX,2017,CSXACX2017,2,28.196667,113.220833,25.082371,104.962212,0.752212389,0.150442478,156,0.000224706,156,0.000224735
CSX,ACX,2018,CSXACX2018,2,28.196667,113.220833,25.082371,104.962212,0.510344828,0.07816092,156,0.0000657,156,0.000113946
CSX,AEB,2018,CSXAEB2018,2,28.196667,113.220833,23.718051,106.964852,0.510344828,0.032183908,119,0.000159285,119,0.000291183
CSX,BAR,2017,CSXBAR2017,2,28.196667,113.220833,19.139692,110.457703,0.752212389,0.261061947,47,0.000167439,47,0.000172364
CSX,BAR,2018,CSXBAR2018,2,28.196667,113.220833,19.139692,110.457703,0.510344828,0.133333333,40,0.0000526,40,0.0000889
CSX,BAV,2015,CSXBAV2015,2,28.196667,113.220833,40.55999,109.996902,0.743842365,0.290640394,11,0.000151238,11,0.000150589
CSX,BAV,2017,CSXBAV2017,2,28.196667,113.220833,40.55999,109.996902,0.752212389,0.305309735,107,0.00017421,106,0.000171458
CSX,BAV,2018,CSXBAV2018,2,28.196667,113.220833,40.55999,109.996902,0.510344828,0.181609195,193,0.000051,193,0.0000727
CSX,BFJ,2016,CSXBFJ2016,2,28.196667,113.220833,27.300278,105.301392,0.724299065,0.177570093,41,0.000229823,42,0.000232671
CSX,BFJ,2017,CSXBFJ2017,2,28.196667,113.220833,27.300278,105.301392,0.752212389,0.194690265,168,0.000171905,170,0.00017233
CSX,BFJ,2018,CSXBFJ2018,2,28.196667,113.220833,27.300278,105.301392,0.510344828,0.117241379,195,0.0000479,194,0.0000816
CSX,BHY,2015,CSXBHY2015,2,28.196667,113.220833,21.53944,109.2938,0.743842365,0.221674877,532,0.000172965,529,0.000175457
CSX,BHY,2016,CSXBHY2016,2,28.196667,113.220833,21.53944,109.2938,0.724299065,0.214953271,254,0.000175497,251,0.000178661
CSX,BHY,2017,CSXBHY2017,2,28.196667,113.220833,21.53944,109.2938,0.752212389,0.247787611,386,0.000132865,386,0.000133612
CSX,BHY,2018,CSXBHY2018,2,28.196667,113.220833,21.53944,109.2938,0.510344828,0.151724138,698,0.0000368,697,0.0000582
CSX,BPE,2016,CSXBPE2016,2,28.196667,113.220833,39.667458,119.067308,0.724299065,0.102803738,15,0.000466351,15,0.000478457
CSX,BPE,2017,CSXBPE2017,2,28.196667,113.220833,39.667458,119.067308,0.752212389,0.123893805,28,0.000292408,28,0.000291772
CSX,BSD,2017,CSXBSD2017,2,28.196667,113.220833,25.055182,99.16143,0.752212389,0.07079646,12,0.00036994,12,0.000369338
CSX,BSD,2018,CSXBSD2018,2,28.196667,113.220833,25.055182,99.16143,0.510344828,0.050574713,67,0.0000801,68,0.00013946
CSX,CAN,2015,CSXCAN2015,2,28.196667,113.220833,23.392429,113.298698,0.743842365,1.064039409,1479,0.000177674,1449,0.000187528
CSX,CAN,2016,CSXCAN2016,2,28.196667,113.220833,23.392429,113.298698,0.724299065,1.060747664,1349,0.000206582,1360,0.000212657
CSX,CAN,2017,CSXCAN2017,2,28.196667,113.220833,23.392429,113.298698,0.752212389,0.960176991,1312,0.000135527,1304,0.000129973
CSX,CAN,2018,CSXCAN2018,2,28.196667,113.220833,23.392429,113.298698,0.510344828,0.675862069,1296,0.000222514,1304,0.0000375
CSX,CGQ,2015,CSXCGQ2015,2,28.196667,113.220833,43.996208,125.685303,0.743842365,0.42364532,386,0.000161717,392,0.000162197
CSX,CGQ,2016,CSXCGQ2016,2,28.196667,113.220833,43.996208,125.685303,0.724299065,0.429906542,402,0.00015436,407,0.000149163
CSX,CGQ,2017,CSXCGQ2017,2,28.196667,113.220833,43.996208,125.685303,0.752212389,0.42920354,413,0.00011907,418,0.00011692
CSX,CGQ,2018,CSXCGQ2018,2,28.196667,113.220833,43.996208,125.685303,0.510344828,0.264367816,414,0.0000421,414,0.0000556
CSX,CIH,2018,CSXCIH2018,2,28.196667,113.220833,36.247454,113.131759,0.510344828,0.082758621,85,0.0000576,84,0.0000944
CSX,CKG,2015,CSXCKG2015,2,28.196667,113.220833,29.71921,106.641602,0.743842365,0.985221675,2825,0.000346975,2817,0.000351587
CSX,CKG,2016,CSXCKG2016,2,28.196667,113.220833,29.71921,106.641602,0.724299065,0.995327103,3254,0.0003174,3254,0.000323983
CSX,CKG,2017,CSXCKG2017,2,28.196667,113.220833,29.71921,106.641602,0.752212389,1.039823009,3646,0.000213655,3676,0.000217888
CSX,CKG,2018,CSXCKG2018,2,28.196667,113.220833,29.71921,106.641602,0.510344828,0.696551724,3567,0.0000762,3568,0.0000945
CSX,CTU,2015,CSXCTU2015,2,28.196667,113.220833,30.57852,103.946999,0.743842365,1.004926108,2762,0.000425499,2766,0.000416794
CSX,CTU,2016,CSXCTU2016,2,28.196667,113.220833,30.57852,103.946999,0.724299065,0.990654206,3101,0.00039528,3107,0.000401431
CSX,CTU,2017,CSXCTU2017,2,28.196667,113.220833,30.57852,103.946999,0.752212389,1.079646018,3170,0.000284689,3171,0.000296376
